Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Standard,PPR,Int,Fumbles,FumblesLost
Baker Mayfield,CAR,QB,27,6,5,0,0,1117,6,173,40,1,14,0,0,69,68.7,4,6,1
Ryan Tannehill,TEN,QB,34,6,6,0,0,1097,6,146,29,1,19,0,0,69,68.8,3,2,1
Kareem Hunt,CLE,RB,27,8,0,23,19,0,0,0,305,3,77,117,1,66,85.2,0,0,0
Amon-Ra St. Brown,DET,WR,23,7,7,59,39,0,0,0,68,0,2,399,3,65,103.7,0,0,0
Garrett Wilson,NYJ,WR,22,9,5,68,42,0,0,0,5,0,2,521,2,65,106.6,0,1,0
Tyler Allgeier,ATL,RB,22,8,4,6,6,0,0,0,423,1,94,95,1,64,69.8,0,0,0
David Montgomery,CHI,RB,25,8,8,16,14,0,0,0,397,2,106,143,0,64,78.0,0,1,1
Kenyan Drake,BAL,RB,28,7,4,11,9,0,0,0,344,3,73,45,1,63,71.9,0,0,0
Najee Harris,PIT,RB,24,8,8,28,24,4,0,1,361,1,108,112,2,63,87.5,0,1,1
Jerry Jeudy,DEN,WR,23,8,8,54,30,0,0,0,1,0,1,449,3,63,93.0,0,0,0
Jakobi Meyers,NWE,WR,26,7,6,52,40,0,0,0,9,0,2,457,3,63,102.6,0,1,1
Eno Benjamin,ARI,RB,23,9,3,33,24,0,0,0,299,2,70,184,0,62,86.3,0,0,0
Mac Jones,NWE,QB,24,6,6,0,0,1140,4,168,78,1,25,0,0,59,59.4,7,2,1
Michael Pittman Jr.,IND,WR,25,8,8,76,54,0,0,0,0,0,0,550,1,59,113.0,0,1,1
Devin Singletary,BUF,RB,25,8,8,35,27,0,0,0,347,0,79,207,1,59,86.4,0,1,1
D'Andre Swift,DET,RB,23,5,3,21,16,0,0,0,247,1,34,144,2,57,73.1,0,0,0
DeVonta Smith,PHI,WR,24,8,8,53,40,0,0,0,0,0,0,442,2,56,96.2,0,0,0
Adam Thielen,MIN,WR,32,8,8,57,38,0,0,0,0,0,0,418,2,56,93.8,0,0,0
AJ Dillon,GNB,RB,24,9,2,25,16,0,0,0,389,1,98,99,0,55,70.8,0,1,0
Cooper Rush,DAL,QB,29,6,5,0,0,1020,5,156,6,0,9,0,0,55,55.4,3,2,0
Jonathan Taylor,IND,RB,23,6,6,25,16,0,0,0,462,1,107,71,0,55,71.3,0,2,2
Damien Harris,NWE,RB,25,7,6,14,11,0,0,0,302,3,71,47,0,53,63.9,0,0,0
Courtland Sutton,DEN,WR,27,8,8,62,35,0,0,0,5,0,1,467,1,53,88.2,0,0,0
D'Onta Foreman,CAR,RB,26,9,2,6,4,0,0,0,296,3,60,25,0,52,56.1,0,0,0
Mack Hollins,LVR,WR,29,8,7,44,28,4,0,1,0,0,0,398,2,52,80.0,0,0,0
Mitchell Trubisky,PIT,QB,28,5,4,0,0,797,3,128,29,1,13,0,0,51,50.8,2,0,0
Taylor Heinicke,WAS,QB,29,3,3,0,0,629,5,92,50,1,12,0,0,50,50.2,3,0,0
Kenny Pickett,PIT,QB,24,5,4,0,0,962,2,165,98,2,19,0,0,50,50.3,8,3,1
Romeo Doubs,GNB,WR,22,9,7,50,31,0,0,0,11,0,1,314,3,49,79.5,0,2,1
Drake London,ATL,WR,21,9,7,56,33,0,0,0,0,0,0,369,2,49,81.9,0,1,1
Chase Claypool,2TM,WR,24,9,8,56,34,1,1,1,59,0,9,324,1,48,82.3,0,0,0
Melvin Gordon,DEN,RB,29,8,4,21,16,0,0,0,263,2,75,138,0,48,64.1,0,4,2
Rashaad Penny,SEA,RB,26,5,5,5,4,0,0,0,346,2,57,16,0,48,52.2,0,1,0
Josh Reynolds,DET,WR,27,7,7,42,26,0,0,0,0,0,0,357,2,48,73.7,0,0,0
Corey Davis,NYJ,WR,27,7,5,34,19,0,0,0,0,0,0,351,2,47,66.1,0,0,0
Darnell Mooney,CHI,WR,25,9,9,52,32,0,0,0,2,0,1,407,1,47,78.9,0,0,0
Darrell Henderson,LAR,RB,25,8,5,21,16,0,0,0,253,2,62,91,0,46,62.4,0,0,0
Alec Pierce,IND,WR,22,8,7,40,25,0,0,0,0,0,0,396,1,46,70.6,0,1,0
Parris Campbell,IND,WR,25,9,8,45,32,0,0,0,29,0,2,297,2,45,76.6,0,0,0
Joe Flacco,NYJ,QB,37,3,3,0,0,901,5,155,6,0,3,0,0,45,44.6,3,4,3
Dontrell Hilliard,TEN,RB,27,7,1,18,14,0,0,0,121,0,17,140,3,44,58.1,0,0,0
Isaiah McKenzie,BUF,WR,27,7,5,30,20,0,0,0,17,1,4,182,3,44,63.9,0,0,0
Jameis Winston,NOR,QB,28,3,3,0,0,858,4,115,16,0,5,0,0,44,43.9,5,3,0
James Conner,ARI,RB,27,6,6,24,19,0,0,0,245,1,61,122,0,43,61.7,0,1,0
Pat Freiermuth,PIT,TE,24,7,4,48,32,0,0,0,0,0,0,367,1,43,74.7,0,0,0
Zay Jones,JAX,WR,27,8,7,55,39,0,0,0,21,0,3,349,1,43,82.0,0,0,0
Olamide Zaccheaus,ATL,WR,25,9,6,25,22,0,0,0,-6,0,1,331,2,43,64.5,0,1,1
Evan Engram,JAX,TE,28,9,7,47,33,0,0,0,0,0,1,338,1,42,74.8,0,0,0
DeAndre Hopkins,ARI,WR,30,3,3,32,26,0,0,0,0,0,0,298,2,42,67.8,0,1,0
Hayden Hurst,CIN,TE,29,9,9,48,38,0,0,0,0,0,0,303,2,42,80.3,0,0,0
George Kittle,SFO,TE,29,6,6,39,28,0,0,0,0,0,0,319,2,42,69.9,0,1,1
Dak Prescott,DAL,QB,29,3,3,0,0,591,3,81,45,1,10,0,0,42,42.1,2,0,0
Brandin Cooks,HOU,WR,29,7,7,53,32,0,0,0,0,0,0,354,1,41,73.4,0,0,0
Will Dissly,SEA,TE,26,9,9,26,24,0,0,0,0,0,0,230,3,41,65.0,0,0,0
Chris Godwin,TAM,WR,26,7,6,65,42,0,0,0,5,0,3,404,0,41,82.9,0,0,0
Diontae Johnson,PIT,WR,26,8,8,76,43,0,0,0,22,0,5,372,0,41,84.4,0,1,0
Josh Palmer,LAC,WR,24,7,7,50,34,0,0,0,4,0,1,346,1,41,75.0,0,0,0
Kyle Pitts,ATL,TE,22,8,8,46,23,0,0,0,0,0,0,285,2,41,63.5,0,0,0
Jahan Dotson,WAS,WR,22,4,3,22,12,0,0,0,-10,0,1,152,4,40,52.2,0,0,0
Chase Edmonds,MIA,RB,26,8,2,17,10,0,0,0,120,2,42,96,1,40,49.6,0,0,0
Donovan Peoples-Jones,CLE,WR,23,8,6,46,30,0,0,0,2,0,1,417,0,40,69.9,0,1,1
George Pickens,PIT,WR,21,8,4,43,26,0,0,0,1,0,1,338,1,40,65.9,0,0,0
Rashod Bateman,BAL,WR,23,6,5,28,15,0,0,0,0,0,0,285,2,39,53.5,0,1,1
Cole Kmet,CHI,TE,23,9,9,26,19,0,0,0,9,0,2,200,3,39,57.9,0,0,0
Latavius Murray,2TM,RB,32,4,0,7,5,0,0,0,193,3,48,18,0,39,44.1,0,0,0
Bailey Zappe,NWE,QB,23,4,2,1,1,781,5,92,0,0,10,-6,0,39,39.6,3,4,3
Noah Brown,DAL,WR,26,7,7,39,25,0,0,0,0,0,0,339,1,38,62.9,0,1,1
Alexander Mattison,MIN,RB,24,8,0,12,9,0,0,0,138,2,37,58,1,38,46.6,0,0,0
Rondale Moore,ARI,WR,22,6,6,43,32,0,0,0,1,0,5,320,1,38,70.1,0,0,0
DeVante Parker,NWE,WR,29,8,7,28,15,0,0,0,0,0,0,321,1,38,53.1,0,0,0
Robert Tonyan,GNB,TE,28,9,2,46,38,0,0,0,0,0,0,315,1,38,75.5,0,0,0
Marquez Valdes-Scantling,KAN,WR,28,8,5,39,23,0,0,0,-3,0,1,381,0,38,60.8,0,0,0
Marvin Jones,JAX,WR,32,8,6,47,27,0,0,0,0,0,0,313,1,37,64.3,0,0,0
Allen Robinson,LAR,WR,29,8,8,41,25,0,0,0,0,0,0,248,2,37,61.8,0,0,0
Caleb Huntley,ATL,RB,24,7,0,0,0,0,0,0,299,1,64,0,0,36,35.9,0,1,0
Kenneth Gainwell,PHI,RB,23,8,0,12,8,0,0,0,122,3,28,45,0,35,42.7,0,0,0
Michael Thomas,NOR,WR,29,3,3,22,16,0,0,0,0,0,0,171,3,35,51.1,0,0,0
Jerick McKinnon,KAN,RB,30,8,0,25,19,0,0,0,123,0,32,156,1,34,52.9,0,0,0
Daniel Bellinger,NYG,TE,22,7,6,18,16,0,0,0,2,1,1,152,2,33,49.4,0,0,0
Greg Dortch,ARI,WR,24,9,2,29,25,0,0,0,4,0,2,221,2,33,57.5,0,1,1
Noah Fant,SEA,TE,25,9,9,34,27,0,0,0,0,0,0,272,1,33,60.2,0,0,0
Isaiah Likely,BAL,TE,22,9,1,30,17,0,0,0,0,0,0,205,2,33,49.5,0,0,0
P.J. Walker,CAR,QB,27,5,4,0,0,623,3,90,25,0,3,0,0,33,33.4,3,0,0
DeAndre Carter,LAC,WR,29,8,5,34,24,0,0,0,-5,0,1,282,1,32,55.7,0,1,1
Samaje Perine,CIN,RB,27,9,0,22,18,0,0,0,133,0,25,126,1,32,49.9,0,0,0
Dante Pettis,CHI,WR,27,9,3,20,11,0,0,0,29,0,1,167,2,32,42.6,0,1,0
Tre'Quan Smith,NOR,WR,26,7,3,25,17,0,0,0,0,0,0,264,1,32,49.4,0,0,0
Braxton Berrios,NYJ,WR,27,9,1,17,12,2,1,1,82,2,7,69,0,31,43.2,0,0,0
Nico Collins,HOU,WR,23,6,4,30,18,0,0,0,0,0,0,305,0,31,48.5,0,0,0
Tyler Higbee,LAR,TE,29,8,8,57,36,0,0,0,0,0,0,312,0,31,67.2,0,0,0
Cade Otton,TAM,TE,23,8,6,32,23,0,0,0,0,0,0,246,1,31,53.6,0,0,0
Ben Skowronek,LAR,WR,25,8,5,32,24,0,0,0,17,1,1,231,0,31,54.8,0,0,0
Marquise Goodwin,SEA,WR,32,7,0,20,14,0,0,0,0,0,0,179,2,30,43.9,0,0,0
Hunter Henry,NWE,TE,28,9,8,28,19,0,0,0,0,0,0,240,1,30,49.0,0,0,0
Deon Jackson,IND,RB,23,9,2,17,16,0,0,0,123,1,41,121,0,30,46.4,0,0,0
Dawson Knox,BUF,TE,26,7,7,27,20,0,0,0,0,0,0,183,2,30,50.3,0,0,0
K.J. Osborn,MIN,WR,25,8,7,33,21,0,0,0,-1,0,1,185,2,30,51.4,0,0,0
Robert Woods,TEN,WR,30,8,6,36,22,0,0,0,0,0,0,256,1,30,51.6,0,1,1
Teddy Bridgewater,MIA,QB,30,4,1,0,0,522,3,60,21,0,2,0,0,29,29.0,3,0,0
Russell Gage,TAM,WR,26,7,4,40,29,0,0,0,0,0,0,231,1,29,58.1,0,1,1
J.D. McKissic,WAS,RB,29,8,0,40,27,0,0,0,95,0,22,173,0,29,55.8,0,0,0
Chris Moore,HOU,WR,29,7,2,21,14,0,0,0,2,0,1,171,2,29,43.3,0,0,0
Brian Robinson Jr.,WAS,RB,23,5,3,4,4,0,0,0,219,1,67,7,0,29,32.6,0,0,0
Darius Slayton,NYG,WR,25,7,3,24,16,0,0,0,0,0,0,232,1,29,45.2,0,0,0
Irv Smith Jr.,MIN,TE,24,7,0,33,22,0,0,0,0,0,0,168,2,29,50.8,0,1,0
Rachaad White,TAM,RB,23,9,0,25,20,0,0,0,117,1,38,135,0,29,49.2,0,1,1
James Cook,BUF,RB,23,8,0,12,7,0,0,0,147,1,28,96,0,28,35.3,0,1,1
J.K. Dobbins,BAL,RB,24,4,4,6,6,0,0,0,123,1,35,39,1,28,34.2,0,0,0
Nyheim Hines,2TM,RB,26,8,4,29,25,0,0,0,36,1,18,188,0,28,53.4,0,1,0
Mark Ingram,NOR,RB,33,8,3,12,11,0,0,0,196,1,51,46,0,28,39.2,0,2,2
Mo Alie-Cox,IND,TE,29,9,6,18,13,0,0,0,0,0,0,149,2,27,39.9,0,0,0
Rex Burkhead,HOU,RB,32,8,0,33,25,0,0,1,81,0,23,131,1,27,52.2,0,0,0
Isiah Pacheco,KAN,RB,22,8,2,3,3,0,0,0,197,1,44,13,0,27,30.0,0,2,0
Equanimeous St. Brown,CHI,WR,26,9,9,25,11,0,0,0,44,0,3,164,1,27,37.8,0,1,0
Damiere Byrd,ATL,WR,29,6,3,10,4,0,0,0,0,0,0,142,2,26,30.2,0,0,0
Randall Cobb,GNB,WR,32,6,1,26,18,0,0,0,0,0,0,257,0,26,43.7,0,1,0
Terrace Marshall Jr.,CAR,WR,22,6,2,23,13,0,0,0,0,0,0,201,1,26,39.1,0,0,0
Kalif Raymond,DET,WR,28,8,2,28,20,0,0,0,23,0,3,255,0,26,45.8,0,1,1
Rashid Shaheed,NOR,WR,24,4,1,5,4,0,0,0,44,1,1,91,1,26,29.5,0,0,0
Javonte Williams,DEN,RB,22,4,4,22,16,0,0,0,204,0,47,76,0,26,42.0,0,1,1
Jelani Woods,IND,TE,24,9,0,13,7,0,0,0,0,0,0,79,3,26,32.9,0,0,0
Nelson Agholor,NWE,WR,29,8,3,21,15,0,0,0,0,0,0,227,1,25,39.7,0,2,2
Gus Edwards,BAL,RB,27,2,1,1,0,0,0,0,131,2,27,0,0,25,25.1,0,0,0
Robbie Anderson,2TM,WR,29,9,6,34,14,0,0,0,0,0,0,202,1,24,38.2,0,1,1
Greg Dulcich,DEN,TE,22,3,1,17,12,0,0,0,0,0,0,182,1,24,36.2,0,0,0
Darren Waller,LVR,TE,30,5,4,24,16,0,0,0,0,0,0,175,1,24,39.5,0,0,0
Jaylen Warren,PIT,RB,24,8,0,14,12,0,0,0,153,0,29,88,0,24,36.1,0,1,0
Jamal Agnew,JAX,WR,27,7,0,11,7,0,0,0,29,0,5,78,2,23,29.7,0,0,0
Dyami Brown,WAS,WR,23,7,0,10,3,0,0,0,0,0,0,111,2,23,26.1,0,0,0
O.J. Howard,HOU,TE,28,8,7,15,8,0,0,0,0,0,0,110,2,23,31.0,0,0,0
Colby Parkinson,SEA,TE,23,9,0,13,12,0,0,0,0,0,0,165,1,23,34.5,0,0,0
Jordan Akins,HOU,TE,30,6,0,15,11,0,0,0,0,0,0,159,1,22,32.9,0,0,0
Kyle Juszczyk,SFO,RB,31,7,5,15,11,0,0,0,10,1,3,153,0,22,33.3,0,0,0
Joshua Kelley,LAC,RB,25,6,0,10,7,0,0,0,104,1,23,56,0,22,29.0,0,0,0
Craig Reynolds,DET,RB,26,8,0,10,9,0,0,0,102,0,23,116,0,22,30.8,0,0,0
Tyquan Thornton,NWE,WR,22,5,2,19,9,0,0,0,16,1,3,81,1,22,30.7,0,0,0
Justin Watson,KAN,WR,26,8,0,14,6,0,0,0,0,0,0,101,2,22,28.1,0,0,0
Cam Akers,LAR,RB,23,6,2,5,2,0,0,0,154,1,56,18,0,21,23.2,0,1,1
Marquez Callaway,NOR,WR,24,9,3,29,15,0,0,0,0,0,0,152,1,21,36.2,0,0,0
Demarcus Robinson,BAL,WR,28,9,1,29,16,0,0,0,0,0,0,152,1,21,37.2,0,0,0
Sterling Shepard,NYG,WR,29,3,2,24,13,0,0,0,0,0,0,154,1,21,34.4,0,0,0
Phillip Dorsett,HOU,WR,29,7,2,17,7,0,0,0,0,0,0,135,1,20,26.5,0,0,0
Michael Gallup,DAL,WR,26,5,3,23,12,0,0,0,0,0,0,135,1,20,31.5,0,0,0
Justice Hill,BAL,RB,25,7,0,5,5,0,0,0,190,0,32,27,0,20,24.7,0,1,1
Julio Jones,TAM,WR,33,4,2,16,8,0,0,0,17,0,3,125,1,20,28.2,0,0,0
Elijah Moore,NYJ,WR,22,8,6,30,16,0,0,0,-4,0,2,203,0,20,35.9,0,0,0
Tommy Tremble,CAR,TE,22,9,3,18,10,0,0,0,0,0,0,99,2,20,29.9,0,1,1
Tevin Coleman,SFO,RB,29,4,0,3,3,0,0,0,26,1,12,44,1,19,22.0,0,0,0
Jake Ferguson,DAL,TE,23,8,5,12,9,0,0,0,0,0,0,68,2,19,27.8,0,0,0
KJ Hamler,DEN,WR,23,7,0,14,7,0,0,0,23,0,2,165,0,19,25.8,0,0,0
Jarvis Landry,NOR,WR,30,4,1,21,15,0,0,0,0,0,0,168,0,19,33.8,0,0,0
Ray-Ray McCloud,SFO,WR,26,8,2,15,9,0,0,0,0,0,0,129,1,19,27.9,0,2,0
Laviska Shenault Jr.,CAR,WR,24,5,0,10,8,0,0,0,6,0,3,124,1,19,27.0,0,0,0
Kendrick Bourne,NWE,WR,27,8,2,19,14,0,0,0,15,0,3,167,0,18,32.2,0,2,0
Kylen Granson,IND,TE,24,9,3,27,20,0,0,0,0,0,1,176,0,18,37.6,0,1,0
Noah Gray,KAN,TE,23,8,3,17,12,0,0,0,1,1,1,123,0,18,30.4,0,0,0
Jauan Jennings,SFO,WR,25,7,1,24,14,0,0,0,0,0,0,180,0,18,32.0,0,0,0
Dalton Schultz,DAL,TE,26,6,6,29,20,0,0,0,0,0,0,203,0,18,38.3,0,1,1
