Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Standard,PPR,Int,Fumbles,FumblesLost
Ameer Abdullah,LVR,RB,29,13,0,26,20,0,0,0,20,0,4,160,1,24,44.0,0,0,0
Justice Hill,BAL,RB,25,11,0,10,10,0,0,0,225,0,41,39,0,24,34.4,0,2,1
O.J. Howard,HOU,TE,28,12,9,21,9,0,0,0,0,0,0,119,2,24,32.9,0,0,0
Darren Waller,LVR,TE,30,5,4,24,16,0,0,0,0,0,0,175,1,24,39.5,0,0,0
Elijah Mitchell,SFO,RB,24,4,1,4,3,0,0,0,224,0,40,7,0,23,26.1,0,0,0
MyCole Pruitt,ATL,TE,30,9,3,8,7,0,0,0,0,0,0,47,3,23,29.7,0,0,0
Shi Smith,CAR,WR,24,13,5,31,16,0,0,0,0,0,0,185,1,23,38.5,0,3,1
Adam Trautman,NOR,TE,25,11,9,19,16,0,0,0,0,0,0,173,1,23,39.3,0,0,0
Marquez Callaway,NOR,WR,24,11,3,31,16,0,0,0,0,0,0,158,1,22,37.8,0,0,0
River Cracraft,MIA,WR,28,9,0,13,8,0,0,0,0,0,0,97,2,22,29.7,0,0,0
Tyler Huntley,BAL,QB,24,3,1,0,0,275,0,44,72,1,19,0,0,22,22.2,1,1,0
Alec Ingold,MIA,RB,26,13,11,18,14,0,0,0,6,1,5,98,1,22,36.4,0,0,0
Ty Johnson,NYJ,RB,25,13,0,16,9,0,0,0,95,1,15,64,0,22,30.9,0,0,0
Craig Reynolds,DET,RB,26,8,0,10,9,0,0,0,102,0,23,116,0,22,30.8,0,0,0
Deshaun Watson,CLE,QB,27,2,2,0,0,407,1,64,54,0,13,0,0,22,21.7,2,0,0
Jody Fortson,KAN,TE,27,12,1,12,9,0,0,0,0,0,0,108,2,21,29.8,0,1,1
A.J. Green,ARI,WR,34,11,7,38,19,0,0,0,0,0,0,128,1,21,39.8,0,0,0
Peyton Hendershot,DAL,TE,23,13,1,14,10,0,0,0,2,1,1,83,1,21,30.5,0,1,0
Sterling Shepard,NYG,WR,29,3,2,24,13,0,0,0,0,0,0,154,1,21,34.4,0,0,0
Jonnu Smith,NWE,TE,27,12,6,31,22,0,0,0,5,0,1,200,0,21,42.5,0,1,0
Sammy Watkins,GNB,WR,29,9,3,22,13,0,0,0,0,0,0,206,0,21,33.6,0,0,0
David Bell,CLE,WR,22,13,3,31,23,0,0,0,0,0,0,196,0,20,42.6,0,0,0
Mike Boone,DEN,RB,27,9,0,15,9,0,0,0,102,0,24,96,0,20,28.8,0,0,0
Malik Davis,DAL,RB,24,8,0,5,4,0,0,0,103,1,23,40,0,20,24.3,0,0,0
Zach Pascal,PHI,WR,28,13,1,17,14,0,0,0,0,0,1,144,1,20,34.4,0,0,0
Durham Smythe,MIA,TE,27,12,11,12,9,0,0,0,1,1,2,75,1,20,28.6,0,0,0
Tommy Tremble,CAR,TE,22,13,3,23,11,0,0,0,0,0,0,101,2,20,31.1,0,1,1
Brock Wright,DET,TE,24,13,7,16,13,0,0,0,0,0,0,141,1,20,33.1,0,0,0
Tevin Coleman,SFO,RB,29,5,0,3,3,0,0,0,26,1,12,44,1,19,22.0,0,0,0
KJ Hamler,DEN,WR,23,7,0,14,7,0,0,0,23,0,2,165,0,19,25.8,0,0,0
Scott Miller,TAM,WR,25,11,1,37,22,0,0,0,8,0,1,177,0,19,40.5,0,0,0
Brandon Powell,LAR,WR,27,13,2,22,18,0,0,0,53,0,12,135,0,19,36.8,0,1,0
Khalil Shakir,BUF,WR,22,11,2,17,8,0,0,0,0,0,0,128,1,19,26.8,0,0,0
Kadarius Toney,2TM,WR,23,5,2,11,8,0,0,0,56,0,4,69,1,19,26.5,0,0,0
Johnny Mundt,MIN,TE,28,13,9,19,17,0,0,0,0,0,0,117,1,18,34.7,0,0,0
Dare Ogunbowale,HOU,RB,28,13,1,17,13,0,0,0,27,1,8,95,0,18,31.2,0,0,0
Ian Thomas,CAR,TE,26,13,13,26,19,0,0,0,0,0,0,176,0,18,36.6,0,0,0
Kyren Williams,LAR,RB,22,6,0,11,8,0,0,0,108,0,25,73,0,18,26.1,0,0,0
John Bates,WAS,TE,25,12,5,22,14,0,0,0,0,0,0,108,1,17,30.8,0,1,0
Gary Brightwell,NYG,RB,23,13,0,5,4,0,0,0,73,1,14,36,0,17,20.9,0,0,0
Ross Dwelley,SFO,TE,27,11,0,5,3,0,0,0,0,0,0,105,1,17,19.5,0,0,0
Connor Heyward,PIT,TE,23,13,0,10,9,0,0,0,0,0,0,106,1,17,25.6,0,0,0
Denzel Mims,NYJ,WR,25,7,3,22,10,0,0,0,0,0,0,173,0,17,27.3,0,0,0
Jalen Reagor,MIN,WR,23,13,0,9,6,0,0,0,25,0,2,87,1,17,23.2,0,3,0
Hunter Renfrow,LVR,WR,27,6,1,29,21,0,0,0,0,0,0,192,0,17,38.2,0,3,1
Eric Saubert,DEN,TE,28,13,5,19,11,0,0,0,0,0,0,113,1,17,28.3,0,0,0
Benny Snell Jr.,PIT,RB,24,13,0,2,2,0,0,0,90,1,20,17,0,17,18.7,0,0,0
Darrel Williams,ARI,RB,27,6,0,8,4,0,0,0,102,1,21,9,0,17,21.1,0,0,0
Kyle Allen,HOU,QB,26,2,2,0,0,416,2,78,13,0,6,0,0,16,15.9,4,4,1
Marlon Mack,2TM,RB,26,5,0,5,4,0,0,0,25,0,7,73,1,16,19.8,0,0,0
Sony Michel,LAC,RB,27,10,0,13,9,0,0,0,106,0,36,53,0,16,24.9,0,0,0
Skyy Moore,KAN,WR,22,13,3,28,18,0,0,0,12,0,1,212,0,16,34.4,0,3,3
Bryce Perkins,LAR,QB,26,4,1,0,0,161,1,34,92,0,18,0,0,16,15.6,2,0,0
Pierre Strong,NWE,RB,24,11,0,2,2,0,0,0,75,1,6,20,0,16,17.5,0,0,0
Brandon Bolden,LVR,RB,32,12,0,9,9,0,0,0,34,0,8,57,1,15,24.1,0,0,0
Cameron Brate,TAM,TE,31,8,1,33,18,0,0,0,0,0,0,149,0,15,32.9,0,0,0
N'Keal Harry,CHI,WR,25,4,0,6,5,0,0,0,0,0,0,93,1,15,20.3,0,0,0
Jordan Mason,SFO,RB,23,12,0,0,0,0,0,0,153,0,29,0,0,15,15.3,0,0,0
Anthony Schwartz,CLE,WR,22,11,1,10,4,0,0,0,57,1,4,51,0,15,18.8,0,1,1
John Wolford,LAR,QB,27,3,3,0,0,390,1,62,32,0,8,0,0,15,14.8,3,3,1
Sam Ehlinger,IND,QB,24,2,2,0,0,304,0,52,54,0,11,0,0,14,13.6,1,1,1
Zander Horvath,LAC,RB,24,13,2,8,5,0,0,0,8,0,4,8,2,14,18.6,0,0,0
Keaontay Ingram,ARI,RB,23,8,0,2,2,0,0,0,53,1,22,23,0,14,15.6,0,0,0
Tom Kennedy,DET,WR,26,7,1,15,8,0,0,0,0,0,0,141,0,14,22.1,0,0,0
Ko Kieft,TAM,TE,24,13,9,9,7,0,0,0,0,0,0,80,1,14,21.0,0,0,0
Samori Toure,GNB,WR,24,7,2,10,5,0,0,0,0,0,0,82,1,14,19.2,0,1,0
C.J. Uzomah,NYJ,TE,29,12,10,17,15,0,0,0,0,0,0,137,0,14,28.7,0,0,0
DeeJay Dallas,SEA,RB,24,12,0,8,7,0,0,1,104,0,24,42,0,13,19.6,1,1,0
Tanner Hudson,NYG,TE,28,11,0,15,10,0,0,0,0,0,0,132,0,13,23.2,0,0,0
DeSean Jackson,BAL,WR,36,4,1,10,7,0,0,0,0,0,0,134,0,13,20.4,0,0,0
Zack Moss,2TM,RB,25,9,0,8,7,0,0,0,122,0,24,27,0,13,19.9,0,1,1
Chris Myarick,NYG,TE,27,13,8,8,7,0,0,0,0,0,0,65,1,13,19.5,0,0,0
Breshad Perriman,TAM,WR,29,9,2,17,8,0,0,0,-7,0,2,101,1,13,21.4,0,2,1
Amari Rodgers,2TM,WR,23,12,0,13,8,0,0,0,3,0,1,107,1,13,21.0,0,5,2
Dan Arnold,JAX,TE,27,13,0,11,8,0,0,0,0,0,0,118,0,12,19.8,0,0,0
Pharaoh Brown,2TM,TE,28,12,7,20,12,0,0,0,0,0,0,117,0,12,23.7,0,0,0
Reggie Gilliam,BUF,RB,25,12,3,9,7,0,0,0,0,0,0,57,1,12,18.7,0,0,0
Trey Lance,SFO,QB,22,2,2,0,0,194,0,31,67,0,16,0,0,12,12.5,1,1,0
Byron Pringle,CHI,WR,29,7,1,7,5,0,0,0,0,0,0,57,1,12,16.7,0,0,0
Jack Stoll,PHI,TE,24,13,9,13,10,0,0,0,0,0,0,117,0,12,21.7,0,0,0
Jalen Virgil,DEN,WR,24,5,1,4,2,0,0,0,0,0,0,75,1,12,13.5,0,1,1
Cedrick Wilson Jr.,MIA,WR,27,12,0,16,11,0,0,0,8,0,1,115,0,12,23.3,0,0,0
Lawrence Cager,2TM,TE,25,5,3,9,5,0,0,0,0,0,0,49,1,11,15.9,0,0,0
Josiah Deguara,GNB,TE,25,13,1,13,11,0,0,0,0,0,0,106,0,11,21.6,0,0,0
Jeff Driskel,HOU,TE,29,3,0,0,0,38,1,6,51,0,9,0,0,11,10.6,0,0,0
Jordan Love,GNB,QB,24,3,0,0,0,186,1,18,0,0,0,0,0,11,11.4,0,0,0
James Mitchell,DET,TE,23,10,0,5,5,0,0,0,0,0,0,48,1,11,15.8,0,0,0
