Player,Game,FantasyPoints,PassingAtt,PassingCmp,PassingYds,PssingTD,Int,2Pt,RushingAtt,RushingYds,RushingTD,2Pt,Rec,ReceivingYds,ReceivingTD,2Pt,Fumbles,TD
Christian McCaffrey,SF@PHI,22,0,0,0,0,0,0,17,93,1,0,3,40,0,0,0,0
Isiah Pacheco,KC@GB,21,0,0,0,0,0,0,18,110,1,0,3,13,0,0,0,0
Joe Flacco,CLE@LA,20,44,23,254,2,1,0,0,0,0,0,0,0,0,0,0,0
Jared Goff,DET@NO,20,25,16,213,2,0,0,2,-2,0,0,0,0,0,0,0,0
A.J. Brown,SF@PHI,19,0,0,0,0,0,0,0,0,0,0,8,114,0,0,0,0
Jake Ferguson,SEA@DAL,19,0,0,0,0,0,0,0,0,0,0,6,77,1,0,0,0
Sam Howell,MIA@WAS,19,23,12,127,0,1,1,4,21,2,0,0,0,0,0,0,0
Alec Pierce,IND@TEN,19,0,0,0,0,0,0,0,0,0,0,3,100,1,0,0,0
Rachaad White,CAR@TB,19,0,0,0,0,0,0,20,84,1,0,3,22,0,0,0,0
Kyren Williams,CLE@LA,19,0,0,0,0,0,0,21,88,1,0,3,24,0,0,0,0
DeAndre Hopkins,IND@TEN,18,0,0,0,0,0,0,1,4,0,0,5,75,1,0,0,0
Parker Washington,CIN@JAX,18,0,0,0,0,0,0,0,0,0,0,6,61,1,0,0,0
Travis Etienne,CIN@JAX,17,0,0,0,0,0,0,11,45,1,0,4,34,0,0,0,0
C.J. Stroud,DEN@HOU,17,27,16,274,1,0,0,6,11,0,0,0,0,0,0,0,0
Russell Wilson,DEN@HOU,17,26,15,186,1,3,0,10,44,1,0,0,0,0,0,0,0
Zach Charbonnet,SEA@DAL,16,0,0,0,0,0,0,19,60,1,0,1,39,0,0,0,0
Brandin Cooks,SEA@DAL,16,0,0,0,0,0,0,0,0,0,0,4,45,1,1,0,0
Chris Olave,DET@NO,16,0,0,0,0,0,0,0,0,0,0,5,119,0,0,0,0
Tony Pollard,SEA@DAL,16,0,0,0,0,0,0,20,68,1,0,3,15,0,0,0,0
Brandon Aiyuk,SF@PHI,15,0,0,0,0,0,0,0,0,0,0,5,46,1,0,0,0
Harrison Bryant,CLE@LA,15,0,0,0,0,0,0,0,0,0,0,5,49,1,0,0,0
Cooper Kupp,CLE@LA,15,0,0,0,0,0,0,0,0,0,0,6,39,1,0,0,0
Demarcus Robinson,CLE@LA,15,0,0,0,0,0,0,0,0,0,0,4,55,1,0,0,0
Courtland Sutton,DEN@HOU,15,0,0,0,0,0,0,0,0,0,0,2,77,1,0,0,0
Taysom Hill,DET@NO,14,2,0,0,0,0,0,13,59,1,0,2,15,0,0,0,0
Patrick Mahomes,KC@GB,14,33,21,210,1,1,0,4,26,0,0,0,0,0,0,0,0
Rashee Rice,KC@GB,14,0,0,0,0,0,0,0,0,0,0,8,64,0,0,0,0
Ezekiel Elliott,LAC@NE,13,0,0,0,0,0,0,17,52,0,0,4,40,0,0,0,0
Jerome Ford,CLE@LA,13,0,0,0,0,0,0,9,19,0,0,3,33,1,0,0,0
Jauan Jennings,SF@PHI,13,0,0,0,0,0,0,0,0,0,0,3,44,1,0,0,0
Diontae Johnson,ARI@PIT,13,0,0,0,0,0,0,0,0,0,0,4,33,1,0,0,0
Will Levis,IND@TEN,13,33,16,224,1,0,0,2,5,0,0,0,0,0,0,1,0
Kyler Murray,ARI@PIT,13,23,13,145,1,0,0,9,20,0,0,0,0,0,0,0,0
Jaxon Smith-Njigba,SEA@DAL,13,0,0,0,0,0,0,0,0,0,0,7,62,0,0,0,0
Derek Carr,DET@NO,12,22,17,226,1,1,0,2,-1,0,0,0,0,0,0,1,0
Xavier Gipson,ATL@NYJ,12,0,0,0,0,0,0,1,1,0,0,5,77,0,0,0,0
Zay Jones,CIN@JAX,12,0,0,0,0,0,0,0,0,0,0,5,78,0,0,0,0
Travis Kelce,KC@GB,12,0,0,0,0,0,0,0,0,0,0,4,81,0,0,0,0
Baker Mayfield,CAR@TB,12,29,14,202,1,1,0,2,-2,0,0,0,0,0,0,0,0
Jonathan Mingo,CAR@TB,12,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0
David Montgomery,DET@NO,12,0,0,0,0,0,0,18,56,1,0,1,-1,0,0,0,0
Elijah Moore,CLE@LA,12,0,0,0,0,0,0,0,0,0,0,4,83,0,0,0,0
George Pickens,ARI@PIT,12,0,0,0,0,0,0,0,0,0,0,4,86,0,0,0,0
Tyjae Spears,IND@TEN,12,0,0,0,0,0,0,16,75,0,0,4,13,0,0,0,0
Amon-Ra St. Brown,DET@NO,12,0,0,0,0,0,0,0,0,0,0,2,49,1,0,0,0
Romeo Doubs,KC@GB,11,0,0,0,0,0,0,0,0,0,0,4,72,0,0,0,0
Raheem Mostert,MIA@WAS,11,0,0,0,0,0,0,11,43,1,0,1,8,0,0,0,0
Keenan Allen,LAC@NE,10,0,0,0,0,0,0,0,0,0,0,5,58,0,0,0,0
Antonio Gibson,MIA@WAS,10,0,0,0,0,0,0,10,35,0,0,4,37,0,0,0,0
Kylen Granson,IND@TEN,10,0,0,0,0,0,0,1,2,0,0,3,72,0,0,0,0
Quentin Johnston,LAC@NE,10,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0
George Kittle,SF@PHI,10,0,0,0,0,0,0,0,0,0,0,4,68,0,0,0,0
DeVante Parker,LAC@NE,10,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0
Dameon Pierce,DEN@HOU,10,0,0,0,0,0,0,15,41,1,0,0,0,0,0,0,0
Desmond Ridder,ATL@NYJ,10,27,12,121,1,0,0,3,0,0,0,0,0,0,0,0,0
Bijan Robinson,ATL@NYJ,10,0,0,0,0,0,0,18,53,0,0,3,26,0,0,0,0
Curtis Samuel,MIA@WAS,10,0,0,0,0,0,0,0,0,0,0,4,65,0,0,0,0
Jaylen Waddle,MIA@WAS,10,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0
AJ Dillon,KC@GB,9,0,0,0,0,0,0,18,73,0,0,1,14,0,0,0,0
Kenny Gainwell,SF@PHI,9,0,0,0,0,0,0,2,5,0,0,5,42,0,0,0,0
Breece Hall,ATL@NYJ,9,0,0,0,0,0,0,13,16,0,0,6,29,0,0,0,0
Najee Harris,ARI@PIT,9,0,0,0,0,0,0,16,63,0,0,2,14,0,0,0,0
Brevin Jordan,DEN@HOU,9,0,0,0,0,0,0,0,0,0,0,3,64,0,0,0,0
Tyler Lockett,SEA@DAL,9,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0
Chigoziem Okonkwo,IND@TEN,9,0,0,0,0,0,0,1,2,0,0,3,62,0,0,0,0
Kyle Pitts,ATL@NYJ,9,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0
MyCole Pruitt,ATL@NYJ,9,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0
Mitchell Trubisky,ARI@PIT,9,17,11,117,1,0,0,3,5,0,0,0,0,0,0,1,0
Jameson Williams,DET@NO,9,0,0,0,0,0,0,1,19,1,0,1,11,0,0,0,0
Javonte Williams,DEN@HOU,9,0,0,0,0,0,0,13,46,0,0,3,24,0,0,0,0
D.J. Chark,CAR@TB,8,0,0,0,0,0,0,0,0,0,0,3,56,0,0,0,0
Gerald Everett,LAC@NE,8,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0
Justin Herbert,LAC@NE,8,37,22,212,0,0,0,4,-5,0,0,0,0,0,0,0,0
Jerry Jeudy,DEN@HOU,8,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0
Garrett Wilson,ATL@NYJ,8,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0
Noah Fant,SEA@DAL,7,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0
Jahmyr Gibbs,DET@NO,7,0,0,0,0,0,0,8,60,0,0,1,-6,0,0,0,0
Chris Godwin,CAR@TB,7,0,0,0,0,0,0,1,19,1,0,0,0,0,0,0,0
Jimmy Graham,DET@NO,7,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0
Noah Gray,KC@GB,7,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
Tanner Hudson,CIN@JAX,7,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0
Zack Moss,IND@TEN,7,0,0,0,0,0,0,19,51,0,0,2,6,0,0,0,0
Ben Sims,KC@GB,7,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Dontayvion Wicks,KC@GB,7,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0
Bryce Young,CAR@TB,7,31,15,178,0,1,0,0,0,0,1,0,0,0,0,0,0
Tyler Boyd,CIN@JAX,6,1,0,0,0,1,0,1,5,0,0,5,37,0,0,0,0
Chase Brown,CIN@JAX,6,0,0,0,0,0,0,9,61,0,0,0,0,0,0,0,0
Tyler Conklin,ATL@NYJ,6,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0
Amari Cooper,CLE@LA,6,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0
Tee Higgins,CIN@JAX,6,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0
Tucker Kraft,KC@GB,6,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
Calvin Ridley,CIN@JAX,6,0,0,0,0,0,0,3,7,0,0,4,26,0,0,0,0
Jaylen Warren,ARI@PIT,6,0,0,0,0,0,0,9,59,0,0,1,-4,0,0,0,0
Bailey Zappe,LAC@NE,6,25,13,141,0,0,0,4,16,0,0,0,0,0,0,0,0
Pat Freiermuth,ARI@PIT,5,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0
Tyler Higbee,CLE@LA,5,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0
Kareem Hunt,CLE@LA,5,0,0,0,0,0,0,12,48,0,0,1,0,0,0,0,0
Jayden Reed,KC@GB,5,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0
Brian Robinson,MIA@WAS,5,0,0,0,0,0,0,7,53,0,0,0,0,0,0,0,0
Adam Thielen,CAR@TB,5,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0
Quez Watkins,SF@PHI,5,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0
Dalvin Cook,ATL@NYJ,4,0,0,0,0,0,0,9,35,0,0,1,11,0,0,1,0
Jahan Dotson,MIA@WAS,4,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
Josh Downs,IND@TEN,4,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0
Julian Hill,MIA@WAS,4,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
Foster Moreau,DET@NO,4,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0
Trey Palmer,CAR@TB,4,0,0,0,0,0,0,1,13,0,0,2,12,0,0,0,0
A.T. Perry,DET@NO,4,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0
Allen Robinson,ARI@PIT,4,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
Devin Singletary,DEN@HOU,4,0,0,0,0,0,0,8,36,0,0,1,4,0,0,0,0
Cedric Tillman,CLE@LA,4,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0
Marquez Valdes-Scantling,KC@GB,4,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
David Bell,CLE@LA,3,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
Tim Boyle,ATL@NYJ,3,25,14,148,0,1,0,1,2,0,0,0,0,0,0,0,0
River Cracraft,MIA@WAS,3,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
Austin Ekeler,LAC@NE,3,0,0,0,0,0,0,14,18,0,0,2,9,0,0,0,0
Alex Erickson,LAC@NE,3,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0
Tyler Goodson,IND@TEN,3,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Hunter Henry,LAC@NE,3,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
Elijah Higgins,ARI@PIT,3,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0
Trenton Irwin,CIN@JAX,3,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0
Joshua Kelley,LAC@NE,3,0,0,0,0,0,0,6,16,0,0,2,9,0,0,0,0
Christian Kirk,CIN@JAX,3,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0
Jaleel McLaughlin,DEN@HOU,3,0,0,0,0,0,0,4,15,0,0,2,6,0,0,0,0
David Njoku,CLE@LA,3,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
Donald Parham,LAC@NE,3,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
Miles Sanders,CAR@TB,3,0,0,0,0,0,0,8,23,0,0,1,6,0,0,0,0
Boston Scott,SF@PHI,3,0,0,0,0,0,0,1,2,0,0,1,27,0,0,0,0
Bennett Skowronek,CLE@LA,3,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
Jonnu Smith,ATL@NYJ,3,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
Rhamondre Stevenson,LAC@NE,3,0,0,0,0,0,0,9,39,0,0,1,0,0,0,1,0
Geoff Swaim,ARI@PIT,3,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
D'Andre Swift,SF@PHI,3,0,0,0,0,0,0,6,13,0,0,2,7,0,0,0,0
Tyquan Thornton,LAC@NE,3,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0
Nick Westbrook,IND@TEN,3,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0
Tyler Allgeier,ATL@NYJ,2,0,0,0,0,0,0,8,26,0,0,0,0,0,0,0,0
Calvin Austin,ARI@PIT,2,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
C.J. Beathard,CIN@JAX,2,10,9,63,0,0,0,1,7,0,0,0,0,0,0,0,0
Michael Carter,ARI@PIT,2,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0
Greg Dortch,ARI@PIT,2,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
Rico Dowdle,SEA@DAL,2,0,0,0,0,0,0,5,15,0,0,1,7,0,0,0,0
Malik Heath,KC@GB,2,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Lil'Jordan Humphrey,DEN@HOU,2,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Richie James,KC@GB,2,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Will Mallory,IND@TEN,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
Chris Moore,IND@TEN,2,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Dare Ogunbowale,DEN@HOU,2,0,0,0,0,0,0,1,1,0,0,1,14,0,0,0,0
Cordarrelle Patterson,ATL@NYJ,2,0,0,0,0,0,0,5,11,0,0,1,6,0,0,0,0
Samaje Perine,DEN@HOU,2,0,0,0,0,0,0,1,1,0,0,2,5,0,0,0,0
Kenny Pickett,ARI@PIT,2,10,7,70,0,0,0,3,3,0,0,0,0,0,0,0,0
Jalen Reagor,LAC@NE,2,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Josh Reynolds,DET@NO,2,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Christopher Rodriguez,MIA@WAS,2,0,0,0,0,0,0,7,29,0,0,0,0,0,0,0,0
Jeremy Ruckert,ATL@NYJ,2,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Drew Sample,CIN@JAX,2,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Luke Schoonmaker,SEA@DAL,2,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
JuJu Smith-Schuster,LAC@NE,2,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Pierre Strong,CLE@LA,2,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0
Stephen Sullivan,CAR@TB,2,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Patrick Taylor,KC@GB,2,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0
Logan Thomas,MIA@WAS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jalen Tolbert,SEA@DAL,2,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
KaVontae Turpin,SEA@DAL,2,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Josh Whyle,IND@TEN,2,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Mitchell Wilcox,CIN@JAX,2,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Jamaal Williams,DET@NO,2,0,0,0,0,0,0,5,10,0,0,1,6,0,0,0,0
Jordan Akins,CLE@LA,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Chatarius Atwell,CLE@LA,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Andrew Beck,DEN@HOU,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Jake Bobo,SEA@DAL,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Lynn Bowden,DET@NO,1,0,0,0,0,0,0,2,-6,0,0,1,5,0,0,0,0
Dyami Brown,MIA@WAS,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chase Edmonds,CAR@TB,1,0,0,0,0,0,0,2,7,0,0,1,2,0,0,0,0
Clyde Edwards-Helaire,KC@GB,1,0,0,0,0,0,0,2,6,0,0,1,8,0,0,0,0
Luke Farrell,CIN@JAX,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Jalen Guyton,LAC@NE,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Alec Ingold,MIA@WAS,1,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,0
D'Ernest Johnson,CIN@JAX,1,0,0,0,0,0,0,5,4,0,0,1,5,0,0,0,0
Drake London,ATL@NYJ,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Jordan Mason,SF@PHI,1,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
John Metchie,DEN@HOU,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Marvin Mims,DEN@HOU,1,0,0,0,0,0,0,1,8,0,0,1,5,0,0,0,0
Elijah Mitchell,SF@PHI,1,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0
Rondale Moore,ARI@PIT,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Skyy Moore,KC@GB,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
James Robinson,KC@GB,1,0,0,0,0,0,0,1,2,0,0,1,-2,0,0,0,0
Eric Saubert,DEN@HOU,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Trevor Siemian,ATL@NYJ,1,13,5,66,0,0,0,1,8,0,0,0,0,0,0,1,0
Ian Thomas,CAR@TB,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Deven Thompkins,CAR@TB,1,0,0,0,0,0,0,2,7,0,0,1,4,0,0,0,0
Adam Trautman,DEN@HOU,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Cole Turner,MIA@WAS,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Jeffery Wilson,MIA@WAS,1,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0
Jameis Winston,DET@NO,1,5,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0
Brock Wright,DET@NO,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Raheem Blackshear,CAR@TB,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Michael Burton,DEN@HOU,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
DeeJay Dallas,SEA@DAL,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Sam Darnold,SF@PHI,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
Royce Freeman,CLE@LA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Marcus Mariota,SF@PHI,0,3,2,16,0,0,0,2,6,0,0,0,0,0,0,0,0
Davis Mills,DEN@HOU,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Montgomery,LAC@NE,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Kalif Raymond,DET@NO,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0
Kadarius Toney,KC@GB,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Mike White,MIA@WAS,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
