Player,Game,FantasyPoints,PassingAtt,PassingCmp,PassingYds,PssingTD,Int,2Pt,RushingAtt,RushingYds,RushingTD,2Pt,Rec,ReceivingYds,ReceivingTD,2Pt,Fumbles,TD
Marquise Brown,DAL@ARI,17,0,0,0,0,0,0,0,0,0,0,5,61,1,0,0,0
Travis Etienne,HOU@JAX,17,0,0,0,0,0,0,19,88,0,0,4,50,0,0,0,0
Mike Evans,PHI@TB,17,0,0,0,0,0,0,0,0,0,0,5,60,1,0,0,0
Alexander Mattison,LAC@MIN,17,0,0,0,0,0,0,20,93,0,0,5,32,0,0,0,0
D.K. Metcalf,CAR@SEA,17,0,0,0,0,0,0,0,0,0,0,6,112,0,0,0,0
Geno Smith,CAR@SEA,17,36,23,296,1,1,1,4,-4,0,0,0,0,0,0,0,0
George Kittle,NYG@SF,16,0,0,0,0,0,0,0,0,0,0,7,90,0,0,0,0
Trevor Lawrence,HOU@JAX,16,40,27,279,1,1,0,3,12,0,0,0,0,0,0,0,0
Jerick McKinnon,CHI@KC,16,0,0,0,0,0,0,2,9,0,0,3,19,2,0,0,0
Michael Pittman,IND@BAL,16,0,0,0,0,0,0,0,0,0,0,9,77,0,0,0,0
Miles Sanders,CAR@SEA,16,0,0,0,0,0,0,9,24,1,0,5,38,0,0,0,0
Russell Wilson,DEN@MIA,16,38,23,306,1,1,0,0,0,0,0,0,0,0,0,0,0
Calvin Austin,PIT@LV,15,0,0,0,0,0,0,0,0,0,0,2,72,1,0,0,0
Pharaoh Brown,NE@NYJ,15,0,0,0,0,0,0,0,0,0,0,2,71,1,0,0,0
Michael Gallup,DAL@ARI,15,0,0,0,0,0,0,0,0,0,0,6,92,0,0,0,0
Mac Jones,NE@NYJ,15,29,15,201,1,0,0,4,13,0,0,0,0,0,0,0,0
Christian Kirk,HOU@JAX,15,0,0,0,0,0,0,0,0,0,0,4,54,1,0,0,0
Jakobi Meyers,PIT@LV,15,0,0,0,0,0,0,0,0,0,0,7,85,0,0,0,0
Gardner Minshew,IND@BAL,15,44,27,227,1,0,0,0,0,0,0,0,0,0,0,0,0
Rondale Moore,DAL@ARI,15,0,0,0,0,0,0,3,54,1,0,4,8,0,0,0,0
Isiah Pacheco,CHI@KC,15,0,0,0,0,0,0,15,62,1,0,2,16,0,0,0,0
Josh Palmer,LAC@MIN,15,0,0,0,0,0,0,0,0,0,0,4,66,1,0,1,0
Tony Pollard,DAL@ARI,15,0,0,0,0,0,0,23,122,0,0,3,-1,0,0,0,0
Dak Prescott,DAL@ARI,15,40,25,249,1,1,0,3,24,0,0,0,0,0,0,0,0
T.J. Hockenson,LAC@MIN,14,0,0,0,0,0,0,0,0,0,0,8,78,0,0,1,0
Donald Parham,LAC@MIN,14,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0
Dameon Pierce,HOU@JAX,14,0,0,0,0,0,0,14,31,1,0,3,28,0,0,0,0
D'Andre Swift,PHI@TB,14,0,0,0,0,0,0,16,130,0,0,1,8,0,0,0,0
Robbie Chosen,DEN@MIA,13,0,0,0,0,0,0,0,0,0,0,1,68,1,0,0,0
Rico Dowdle,DAL@ARI,13,0,0,0,0,0,0,4,21,0,0,3,25,1,0,0,0
Josh Downs,IND@BAL,13,0,0,0,0,0,0,0,0,0,0,8,57,0,0,0,0
Evan Engram,HOU@JAX,13,0,0,0,0,0,0,0,0,0,0,7,67,0,0,0,0
Pat Freiermuth,PIT@LV,13,0,0,0,0,0,0,0,0,0,0,3,41,1,0,0,0
Jerry Jeudy,DEN@MIA,13,0,0,0,0,0,0,0,0,0,0,5,81,0,0,0,0
Joe Mixon,LA@CIN,13,0,0,0,0,0,0,19,65,1,0,1,5,0,0,0,0
D.J. Moore,CHI@KC,13,0,0,0,0,0,0,0,0,0,0,3,41,1,0,0,0
Olamide Zaccheaus,PHI@TB,13,0,0,0,0,0,0,0,0,0,0,2,58,1,0,0,0
James Cook,BUF@WAS,12,0,0,0,0,0,0,15,98,0,0,2,14,0,0,0,0
Clyde Edwards-Helaire,CHI@KC,12,0,0,0,0,0,0,15,55,1,0,1,2,0,0,0,0
Zay Flowers,IND@BAL,12,0,0,0,0,0,0,1,2,0,0,8,48,0,0,0,0
Tyler Higbee,LA@CIN,12,0,0,0,0,0,0,0,0,0,0,5,71,0,0,0,0
Elijah Moore,TEN@CLE,12,0,0,0,0,0,0,3,-1,0,0,9,49,0,0,1,0
Puka Nacua,LA@CIN,12,0,0,0,0,0,0,0,0,0,0,5,72,0,0,0,0
Matthew Stafford,LA@CIN,12,33,18,269,1,2,0,1,7,0,0,0,0,0,0,0,0
Jordan Addison,LAC@MIN,11,0,0,0,0,0,0,0,0,0,0,6,52,0,0,0,0
Justin Fields,CHI@KC,11,22,11,99,1,1,0,11,47,0,0,0,0,0,0,0,0
Baker Mayfield,PHI@TB,11,25,15,146,1,1,1,1,2,0,0,0,0,0,0,0,0
George Pickens,PIT@LV,11,0,0,0,0,0,0,0,0,0,0,4,75,0,0,0,0
Michael Thomas,NO@GB,11,0,0,0,0,0,0,0,0,0,0,6,50,0,0,0,0
Ronnie Bell,NYG@SF,10,0,0,0,0,0,0,0,0,0,0,2,24,1,0,0,0
Matt Breida,NYG@SF,10,0,0,0,0,0,0,4,17,1,0,3,1,0,0,0,0
Derek Carr,NO@GB,10,18,13,103,1,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Davis,BUF@WAS,10,0,0,0,0,0,0,1,-2,0,0,1,35,1,0,0,0
Josh Jacobs,PIT@LV,10,0,0,0,0,0,0,17,62,0,0,3,18,0,0,0,0
Terry McLaurin,BUF@WAS,10,0,0,0,0,0,0,0,0,0,0,6,41,0,0,0,0
Marvin Mims,DEN@MIA,10,0,0,0,0,0,0,1,3,0,0,3,73,0,0,0,0
Luke Musgrave,NO@GB,10,0,0,0,0,0,0,0,0,0,0,6,49,0,0,0,0
K.J. Osborn,LAC@MIN,10,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0
Rashee Rice,CHI@KC,10,0,0,0,0,0,0,0,0,0,0,5,59,0,0,0,0
Michael Wilson,DAL@ARI,10,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0
Ezekiel Elliott,NE@NYJ,9,0,0,0,0,0,0,16,80,0,0,1,7,0,0,0,0
Gerald Everett,LAC@MIN,9,0,0,0,0,0,0,0,0,0,0,6,30,0,0,0,0
Jake Ferguson,DAL@ARI,9,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0
Jahmyr Gibbs,ATL@DET,9,0,0,0,0,0,0,17,80,0,0,1,2,0,0,0,0
Dallas Goedert,PHI@TB,9,0,0,0,0,0,0,0,0,0,0,5,41,0,0,0,0
Tony Jones,NO@GB,9,0,0,0,0,0,0,8,31,0,0,4,21,0,0,0,0
Brevin Jordan,HOU@JAX,9,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0,0
CeeDee Lamb,DAL@ARI,9,0,0,0,0,0,0,2,9,0,0,4,53,0,0,0,0
Kyle Pitts,ATL@DET,9,0,0,0,0,0,0,1,-4,0,0,5,41,0,0,0,0
Kalif Raymond,ATL@DET,9,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0
Jayden Reed,NO@GB,9,0,0,0,0,0,0,0,0,0,0,3,63,0,0,0,0
Bijan Robinson,ATL@DET,9,0,0,0,0,0,0,10,33,0,0,4,27,0,0,0,0
Garrett Wilson,NE@NYJ,9,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0
Kendrick Bourne,NE@NYJ,8,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
Tyler Boyd,LA@CIN,8,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,0
Joe Burrow,LA@CIN,8,49,26,259,0,1,0,3,-2,0,0,0,0,0,0,0,0
Parris Campbell,NYG@SF,8,0,0,0,0,0,0,0,0,0,0,6,24,0,0,0,0
Noah Fant,CAR@SEA,8,0,0,0,0,0,0,0,0,0,0,4,41,0,0,0,0
Chris Godwin,PHI@TB,8,0,0,0,0,0,0,0,0,0,0,3,32,0,1,0,0
Tyler Lockett,CAR@SEA,8,0,0,0,0,0,0,0,0,0,0,3,34,0,1,0,0
Terrace Marshall,CAR@SEA,8,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0
Skyy Moore,CHI@KC,8,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0
Latavius Murray,BUF@WAS,8,0,0,0,0,0,0,5,15,1,0,1,6,0,0,0,0
Josh Oliver,LAC@MIN,8,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0
Jonnu Smith,ATL@DET,8,0,0,0,0,0,0,0,0,0,0,5,37,0,0,0,0
Mike White,DEN@MIA,8,2,2,67,1,0,0,1,-1,0,0,0,0,0,0,0,0
Dontayvion Wicks,NO@GB,8,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
Javonte Williams,DEN@MIA,8,0,0,0,0,0,0,11,42,0,0,2,23,0,0,0,0
Nelson Agholor,IND@BAL,7,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0
Jamal Agnew,HOU@JAX,7,0,0,0,0,0,0,0,0,0,0,4,49,0,0,1,0
Mark Andrews,IND@BAL,7,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0
Cartavious Bigsby,HOU@JAX,7,0,0,0,0,0,0,2,10,1,0,0,0,0,0,0,0
Jake Bobo,CAR@SEA,7,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0
Melvin Gordon,IND@BAL,7,0,0,0,0,0,0,10,32,0,0,2,23,0,0,0,0
Jimmy Graham,NO@GB,7,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0
DeAndre Hopkins,TEN@CLE,7,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0
Elijah Mitchell,NYG@SF,7,0,0,0,0,0,0,11,42,0,0,3,2,0,0,0,0
Donovan Peoples-Jones,TEN@CLE,7,0,0,0,0,0,0,0,0,0,0,3,49,0,0,0,0
Alec Pierce,IND@BAL,7,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0
Desmond Ridder,ATL@DET,7,38,21,201,0,0,0,2,3,0,0,0,0,0,0,1,0
Calvin Ridley,HOU@JAX,7,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0
Brian Robinson,BUF@WAS,7,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,0
Curtis Samuel,BUF@WAS,7,0,0,0,0,0,0,0,0,0,0,2,54,0,0,0,0
Cole Turner,BUF@WAS,7,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0
Jaylen Warren,PIT@LV,7,0,0,0,0,0,0,8,29,0,0,3,23,0,0,0,0
Justin Watson,CHI@KC,7,0,0,0,0,0,0,0,0,0,0,2,51,0,0,0,0
Rachaad White,PHI@TB,7,0,0,0,0,0,0,14,38,0,0,3,24,0,0,1,0
Kyren Williams,LA@CIN,7,0,0,0,0,0,0,10,38,0,0,2,27,0,0,0,0
Nick Bawden,NE@NYJ,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Christopher Brooks,DEN@MIA,6,0,0,0,0,0,0,9,66,0,0,0,0,0,0,0,0
Najee Harris,PIT@LV,6,0,0,0,0,0,0,19,65,0,0,0,0,0,0,0,0
Roschon Johnson,CHI@KC,6,0,0,0,0,0,0,8,38,0,0,2,11,0,0,0,0
Allen Lazard,NE@NYJ,6,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0
Chris Moore,TEN@CLE,6,0,0,0,0,0,0,0,0,0,0,2,41,0,0,0,0
David Njoku,TEN@CLE,6,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0
Colby Parkinson,CAR@SEA,6,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0
Allen Robinson,PIT@LV,6,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0
Wan'Dale Robinson,NYG@SF,6,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0
Devin Singletary,HOU@JAX,6,0,0,0,0,0,0,9,41,0,0,2,4,0,0,0,0
Darius Slayton,NYG@SF,6,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0
DeVonta Smith,PHI@TB,6,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0
Rhamondre Stevenson,NE@NYJ,6,0,0,0,0,0,0,19,59,0,0,1,3,0,0,0,0
Zach Wilson,NE@NYJ,6,36,18,157,0,0,0,1,1,0,0,0,0,0,0,0,0
Robert Woods,HOU@JAX,6,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0
Braxton Berrios,DEN@MIA,5,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0
Gary Brightwell,NYG@SF,5,0,0,0,0,0,0,4,5,0,0,2,31,0,0,0,0
Zach Charbonnet,CAR@SEA,5,0,0,0,0,0,0,9,46,0,0,1,-1,0,0,0,0
Nico Collins,HOU@JAX,5,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0
Tyler Conklin,NE@NYJ,5,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0
Dalvin Cook,NE@NYJ,5,0,0,0,0,0,0,8,18,0,0,3,11,0,0,0,0
Gus Edwards,IND@BAL,5,0,0,0,0,0,0,11,51,0,0,0,0,0,0,0,0
Kenny Gainwell,PHI@TB,5,0,0,0,0,0,0,14,43,0,0,1,5,0,0,0,0
Tanner Hudson,LA@CIN,5,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0
Kareem Hunt,TEN@CLE,5,0,0,0,0,0,0,5,13,0,0,2,22,0,0,0,0
Van Jefferson,LA@CIN,5,0,0,0,0,0,0,1,4,0,0,1,46,0,0,0,0
Jauan Jennings,NYG@SF,5,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
Drake London,ATL@DET,5,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
Jonathan Mingo,CAR@SEA,5,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0
Patrick Taylor,NO@GB,5,0,0,0,0,0,0,3,6,0,0,3,23,0,0,0,0
Darren Waller,NYG@SF,5,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0
Tyler Allgeier,ATL@DET,4,0,0,0,0,0,0,7,12,0,0,2,17,0,0,0,0
Jahan Dotson,BUF@WAS,4,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0
Kenyan Drake,IND@BAL,4,0,0,0,0,0,0,1,0,0,0,2,31,0,0,1,0
Khalil Herbert,CHI@KC,4,0,0,0,0,0,0,7,31,0,0,2,4,0,0,1,0
Tee Higgins,LA@CIN,4,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0
Cole Kmet,CHI@KC,4,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
Kendre Miller,NO@GB,4,0,0,0,0,0,0,9,34,0,0,1,0,0,0,0,0
Tyjae Spears,TEN@CLE,4,0,0,0,0,0,0,4,6,0,0,4,3,0,0,0,0
Ryan Tannehill,TEN@CLE,4,25,13,104,0,0,0,0,0,0,0,0,0,0,0,0,0
Marquez Valdes-Scantling,CHI@KC,4,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0
Jameis Winston,NO@GB,4,16,10,101,0,0,0,0,0,0,0,0,0,0,0,0,0
Ameer Abdullah,PIT@LV,3,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
John Bates,BUF@WAS,3,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
Ty Chandler,LAC@MIN,3,0,0,0,0,0,0,3,27,0,0,1,4,0,0,0,0
Brandin Cooks,DAL@ARI,3,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
AJ Dillon,NO@GB,3,0,0,0,0,0,0,11,33,0,0,0,0,0,0,0,0
Antonio Gibson,BUF@WAS,3,0,0,0,0,0,0,2,17,0,0,3,7,0,0,1,0
Deonte Harty,BUF@WAS,3,0,0,0,0,0,0,2,-2,0,0,2,15,0,0,0,0
Hunter Henry,NE@NYJ,3,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
Mack Hollins,ATL@DET,3,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0
Brandon Johnson,DEN@MIA,3,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
Juwan Johnson,NO@GB,3,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
Quentin Johnston,LAC@MIN,3,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
Daniel Jones,NYG@SF,3,32,22,137,0,1,0,2,5,0,0,0,0,0,0,0,0
Tim Jones,HOU@JAX,3,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Isaiah Likely,IND@BAL,3,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
John Metchie,HOU@JAX,3,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Chigoziem Okonkwo,TEN@CLE,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0
DeVante Parker,NE@NYJ,3,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
Samaje Perine,DEN@MIA,3,0,0,0,0,0,0,3,9,0,0,2,15,0,0,0,0
Hunter Renfrow,PIT@LV,3,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
Trent Sherfield,BUF@WAS,3,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0
Mitchell Wilcox,LA@CIN,3,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
Nate Adkins,DEN@MIA,2,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
DeAndre Carter,PIT@LV,2,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Chase Claypool,CHI@KC,2,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Randall Cobb,NE@NYJ,2,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
River Cracraft,DEN@MIA,2,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
Demario Douglas,NE@NYJ,2,0,0,0,0,0,0,1,5,0,0,1,15,0,0,0,0
Zach Ertz,DAL@ARI,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
Mike Gesicki,NE@NYJ,2,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
Kylen Granson,IND@BAL,2,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0
Breece Hall,NE@NYJ,2,0,0,0,0,0,0,12,18,0,0,1,9,0,0,0,0
Derrick Henry,TEN@CLE,2,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0
Taysom Hill,NO@GB,2,0,0,0,0,0,0,4,12,0,0,1,9,0,0,0,0
Khadarel Hodge,ATL@DET,2,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Chuba Hubbard,CAR@SEA,2,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0
Hayden Hurst,CAR@SEA,2,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Keaontay Ingram,DAL@ARI,2,0,0,0,0,0,0,5,13,0,0,1,8,0,0,0,0
D'Ernest Johnson,HOU@JAX,2,0,0,0,0,0,0,3,6,0,0,2,6,0,0,0,0
Joshua Kelley,LAC@MIN,2,0,0,0,0,0,0,11,12,0,0,1,5,0,0,0,0
Dalton Kincaid,BUF@WAS,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
Dawson Knox,BUF@WAS,2,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Hunter Luepke,DAL@ARI,2,0,0,0,0,0,0,1,9,0,0,1,12,0,0,0,0
Michael Mayer,PIT@LV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Andrew Ogletree,IND@BAL,2,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Cade Otton,PHI@TB,2,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
MyCole Pruitt,ATL@DET,2,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Trey Sermon,IND@BAL,2,0,0,0,0,0,0,5,17,0,0,1,4,0,0,0,0
Jaxon Smith-Njigba,CAR@SEA,2,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Durham Smythe,DEN@MIA,2,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Brenton Strange,HOU@JAX,2,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
Pierre Strong,TEN@CLE,2,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0
Deven Thompkins,PHI@TB,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
Samori Toure,NO@GB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tommy Tremble,CAR@SEA,2,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Rashod Bateman,IND@BAL,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Daniel Bellinger,NYG@SF,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Treylon Burks,TEN@CLE,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Michael Carter,NE@NYJ,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
DeeJay Dallas,CAR@SEA,1,0,0,0,0,0,0,2,7,0,0,1,-2,0,0,0,0
Derius Davis,LAC@MIN,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Luke Farrell,HOU@JAX,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Noah Gray,CHI@KC,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
C.J. Ham,LAC@MIN,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Damien Harris,BUF@WAS,1,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0
Peyton Hendershot,DAL@ARI,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Charlie Jones,LA@CIN,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Zonovan Knight,ATL@DET,1,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0
Jordan Mason,NYG@SF,1,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0
Trey McBride,DAL@ARI,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Isaiah McKenzie,IND@BAL,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Jaleel McLaughlin,DEN@MIA,1,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0
Trey Palmer,PHI@TB,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Brandon Powell,LAC@MIN,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Craig Reynolds,ATL@DET,1,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0
Drew Sample,LA@CIN,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Dalton Schultz,HOU@JAX,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Tyler Scott,CHI@KC,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Khalil Shakir,BUF@WAS,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Laviska Shenault,CAR@SEA,1,0,0,0,0,0,0,2,7,0,0,1,0,0,0,0,0
