Player,Game,FantasyPoints,PassingAtt,PassingCmp,PassingYds,PssingTD,Int,2Pt,RushingAtt,RushingYds,RushingTD,2Pt,Rec,ReceivingYds,ReceivingTD,2Pt,Fumbles,TD
Raheem Blackshear,CAR@NO,1,0,0,0,0,0,0,1,4,0,0,1,4,0,0,0,0
Khari Blasingame,DET@CHI,1,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,0
Matt Breida,GB@NYG,1,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
Pharaoh Brown,NE@PIT,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Treylon Burks,TEN@MIA,1,0,0,0,0,0,0,1,5,0,0,1,1,0,0,0,0
Michael Burton,DEN@LAC,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0
Will Dissly,SEA@SF,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Gus Edwards,LA@BAL,1,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0
Alex Erickson,DEN@LAC,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Mike Evans,TB@ATL,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Tyler Goodson,IND@CIN,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0
Jalen Guyton,DEN@LAC,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Justin Herbert,DEN@LAC,1,17,9,96,0,1,0,0,0,0,0,0,0,0,0,0,0
Mack Hollins,TB@ATL,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Austin Hooper,MIN@LV,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Richie James,BUF@KC,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Marcedes Lewis,DET@CHI,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
John Metchie,HOU@NYJ,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
John Mundt,MIN@LV,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Dare Ogunbowale,HOU@NYJ,1,0,0,0,0,0,0,2,7,0,0,1,4,0,0,0,0
Trey Palmer,TB@ATL,1,0,0,0,0,0,0,1,3,0,0,1,5,0,0,0,0
Dameon Pierce,HOU@NYJ,1,0,0,0,0,0,0,4,9,0,0,1,-2,0,0,0,0
Trey Sermon,IND@CIN,1,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0
Trent Sherfield,BUF@KC,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Ihmir Smith-Marsette,CAR@NO,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
Isaiah Spiller,DEN@LAC,1,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0
Tommy Tremble,CAR@NO,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Mitchell Wilcox,IND@CIN,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trayveon Williams,IND@CIN,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
Charlie Woerner,SEA@SF,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Robert Woods,HOU@NYJ,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0
Israel Abanikanda,HOU@NYJ,0,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0
Nick Bawden,HOU@NYJ,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Royce Freeman,LA@BAL,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
C.J. Ham,MIN@LV,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
Khalil Herbert,DET@CHI,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
Roschon Johnson,DET@CHI,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Joshua Kelley,DEN@LAC,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
A.J. McCarron,IND@CIN,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis Mills,HOU@NYJ,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Kene Nwangwu,MIN@LV,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Cordarrelle Patterson,TB@ATL,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0
Boston Scott,PHI@DAL,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
