Player,Game,FantasyPoints,PassingAtt,PassingCmp,PassingYds,PssingTD,Int,2Pt,RushingAtt,RushingYds,RushingTD,2Pt,Rec,ReceivingYds,ReceivingTD,2Pt,Fumbles,TD
Skyy Moore,KC@DEN,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
John Mundt,MIN@GB,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Latavius Murray,TB@BUF,1,0,0,0,0,0,0,5,7,0,0,1,4,0,0,0,0
MyCole Pruitt,ATL@TEN,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Josh Reynolds,LV@DET,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,0
Wan'Dale Robinson,NYJ@NYG,1,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0
Brett Rypien,LA@DAL,1,10,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston Scott,PHI@WAS,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Darius Slayton,NYJ@NYG,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
Isaiah Spiller,CHI@LAC,1,0,0,0,0,0,0,3,3,0,0,1,5,0,0,0,0
