Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Standard,PPR,Int,Fumbles,FumblesLost
Josh Allen,BUF,QB,26,6,6,0,0,1980,17,239,257,2,47,0,0,173,172.9,4,5,2
Nick Chubb,CLE,RB,27,6,6,11,7,0,0,0,649,7,110,51,0,112,119.0,0,0,0
Travis Kelce,KAN,TE,33,6,6,52,41,0,0,0,5,0,2,455,7,90,131.0,0,0,0
Stefon Diggs,BUF,WR,29,6,6,65,49,0,0,0,0,0,0,656,6,102,150.6,0,0,0
Saquon Barkley,NYG,RB,25,6,6,26,21,0,0,0,616,4,119,155,0,103,124.1,0,1,0
Lamar Jackson,BAL,QB,25,6,6,0,0,1277,13,181,451,2,56,0,0,146,146.2,6,3,1
Jalen Hurts,PHI,QB,24,6,6,0,0,1514,6,184,293,6,77,0,0,146,145.9,2,3,0
Patrick Mahomes,KAN,QB,27,6,6,0,0,1736,17,229,113,0,21,0,0,143,142.7,4,1,0
Austin Ekeler,LAC,RB,27,6,6,49,41,0,0,0,349,4,75,261,2,97,138.0,0,1,0
Cooper Kupp,LAR,WR,29,6,6,72,56,0,0,1,41,1,4,607,4,93,148.8,0,1,1
Mark Andrews,BAL,TE,27,6,6,57,39,0,0,0,3,0,1,455,5,76,114.8,0,0,0
Justin Jefferson,MIN,WR,23,6,6,63,46,23,0,1,3,1,1,654,2,87,132.6,0,0,0
Tyreek Hill,MIA,WR,28,6,6,65,50,0,0,0,18,0,4,701,2,84,133.9,0,1,0
Christian McCaffrey,CAR,RB,26,6,6,43,33,0,0,0,393,2,85,277,1,85,118.0,0,0,0
Derrick Henry,TEN,RB,28,5,5,14,10,0,0,0,408,5,104,121,0,83,92.9,0,1,0
Breece Hall,NYJ,RB,21,6,1,31,19,0,0,0,391,3,76,218,1,83,101.9,0,1,1
Joe Burrow,CIN,QB,26,6,6,0,0,1616,12,228,110,2,27,0,0,128,127.6,5,3,1
Taysom Hill,NOR,TE,32,5,1,1,1,38,1,5,267,5,26,2,0,62,63.4,0,1,0
Leonard Fournette,TAM,RB,27,6,6,36,32,0,0,0,343,1,95,232,3,82,113.5,0,0,0
Josh Jacobs,LVR,RB,24,5,5,18,17,0,0,0,490,3,91,129,0,80,96.9,0,1,0
Miles Sanders,PHI,RB,25,6,6,13,11,0,0,0,485,4,105,42,0,77,87.7,0,0,0
Davante Adams,LVR,WR,30,5,5,54,29,0,0,0,0,0,2,414,5,71,100.4,0,1,0
Jaylen Waddle,MIA,WR,24,6,6,49,30,0,0,0,17,0,2,533,3,71,101.0,0,1,1
Dalvin Cook,MIN,RB,27,6,6,16,12,0,0,0,450,4,94,80,0,75,87.0,0,1,1
Ja'Marr Chase,CIN,WR,22,6,6,63,39,0,0,0,2,0,4,475,4,70,108.7,0,1,1
Jamaal Williams,DET,RB,27,5,2,8,5,0,0,0,332,6,77,30,0,72,77.2,0,0,0
Rhamondre Stevenson,NWE,RB,24,6,1,21,17,0,0,0,448,3,87,86,0,71,88.4,0,0,0
Marquise Brown,ARI,WR,25,6,6,64,43,0,0,0,0,0,0,485,3,67,109.5,0,1,0
Clyde Edwards-Helaire,KAN,RB,23,6,6,18,16,0,0,0,256,2,59,137,3,69,85.3,0,0,0
Deebo Samuel,SFO,WR,26,6,5,47,27,0,0,0,136,1,23,345,2,64,91.1,0,2,1
Kyler Murray,ARI,QB,25,6,6,0,0,1463,6,252,233,2,38,0,0,114,113.8,4,4,1
Gabriel Davis,BUF,WR,23,5,5,26,14,0,0,0,0,0,0,383,4,62,76.3,0,0,0
A.J. Brown,PHI,WR,25,6,5,53,33,0,0,0,0,0,0,503,2,62,95.3,0,0,0
T.J. Hockenson,DET,TE,25,5,5,34,19,0,0,0,0,0,0,267,3,47,65.7,0,0,0
Dameon Pierce,HOU,RB,22,5,5,15,13,0,0,0,412,3,86,57,0,65,77.9,0,2,0
Geno Smith,SEA,QB,32,6,6,0,0,1502,9,188,125,1,26,0,0,111,110.6,2,2,0
Aaron Jones,GNB,RB,28,6,6,23,17,0,0,0,409,1,70,123,1,63,80.2,0,1,1
Zach Ertz,ARI,TE,32,6,6,51,35,0,0,0,0,0,0,299,2,44,78.9,0,0,0
Christian Kirk,JAX,WR,26,6,6,44,25,0,0,0,7,0,2,362,4,59,83.9,0,1,1
Amari Cooper,CLE,WR,28,6,6,55,31,0,0,0,0,0,0,348,4,59,89.8,0,0,0
James Robinson,JAX,RB,24,6,5,10,9,0,0,0,340,3,81,46,1,63,71.6,0,1,0
Khalil Herbert,CHI,RB,24,6,1,5,5,0,0,0,403,3,63,37,0,62,67.0,0,0,0
Joe Mixon,CIN,RB,26,6,6,32,24,0,0,0,347,1,104,149,1,62,85.6,0,0,0
Dallas Goedert,PHI,TE,27,6,6,34,26,0,0,0,0,0,0,357,1,42,67.7,0,0,0
CeeDee Lamb,DAL,WR,23,6,6,60,33,0,0,0,15,0,3,409,2,54,87.4,0,0,0
Mike Evans,TAM,WR,29,5,5,33,24,0,0,0,0,0,0,358,3,54,77.8,0,0,0
Justin Herbert,LAC,QB,24,6,6,0,0,1716,10,257,26,0,18,0,0,103,103.2,3,1,1
David Njoku,CLE,TE,26,6,6,35,27,0,0,0,-6,0,1,347,1,38,65.1,0,1,1
Mike Williams,LAC,WR,28,6,6,50,30,0,0,0,0,0,0,409,2,53,82.9,0,0,0
Allen Lazard,GNB,WR,27,5,5,34,20,0,0,0,0,0,0,285,4,53,72.5,0,0,0
Tyler Lockett,SEA,WR,30,6,6,45,34,0,0,0,0,0,0,423,2,52,86.3,0,1,1
Amon-Ra St. Brown,DET,WR,23,4,4,39,27,0,0,0,68,0,2,271,3,52,78.9,0,0,0
DeVonta Smith,PHI,WR,24,6,6,43,33,0,0,0,0,0,0,397,2,52,84.7,0,0,0
Gerald Everett,LAC,TE,28,6,5,36,22,0,0,0,0,0,0,242,2,36,58.2,0,0,0
Chris Olave,NOR,WR,22,5,3,42,25,0,0,0,0,0,0,389,2,51,75.9,0,1,1
Jeff Wilson,SFO,RB,27,6,4,10,8,0,0,0,400,2,81,70,0,55,63.0,0,2,2
Brandon Aiyuk,SFO,WR,24,6,6,38,25,0,0,0,7,0,1,320,3,51,75.7,0,0,0
Cordarrelle Patterson,ATL,RB,31,4,3,7,4,0,0,0,340,3,58,28,0,55,58.8,0,0,0
Devin Duvernay,BAL,WR,25,6,6,25,18,0,0,0,22,0,5,240,3,50,68.2,0,0,0
Mike Gesicki,MIA,TE,27,6,1,19,15,0,0,0,0,0,0,170,3,35,50.0,0,0,0
Ezekiel Elliott,DAL,RB,27,6,6,8,6,0,0,0,386,2,94,32,0,54,59.8,0,0,0
Courtland Sutton,DEN,WR,27,6,6,49,31,0,0,0,5,0,1,431,1,50,80.6,0,0,0
D.K. Metcalf,SEA,WR,25,6,6,50,30,0,0,0,0,0,0,406,2,49,78.6,0,2,2
Tee Higgins,CIN,WR,23,6,5,38,26,0,0,0,0,0,0,362,2,48,74.2,0,0,0
Trevor Lawrence,JAX,QB,23,6,6,0,0,1397,9,203,81,2,20,0,0,98,98.0,4,4,4
Kareem Hunt,CLE,RB,27,6,0,17,14,0,0,0,259,2,61,83,1,52,66.2,0,0,0
Will Dissly,SEA,TE,26,6,6,16,15,0,0,0,0,0,0,149,3,33,47.9,0,0,0
Kirk Cousins,MIN,QB,34,6,6,0,0,1502,9,228,18,1,9,0,0,98,97.9,5,1,0
Michael Pittman Jr.,IND,WR,25,5,5,52,38,0,0,0,0,0,0,417,1,48,85.7,0,0,0
Carson Wentz,WAS,QB,30,6,6,0,0,1489,10,232,79,0,19,0,0,97,97.5,6,6,1
Daniel Bellinger,NYG,TE,22,6,5,17,15,0,0,0,2,1,1,139,2,32,47.1,0,0,0
Corey Davis,NYJ,WR,27,6,4,33,19,0,0,0,0,0,0,351,2,47,66.1,0,0,0
Josh Reynolds,DET,WR,27,5,5,34,23,0,0,0,0,0,0,335,2,46,68.5,0,0,0
Najee Harris,PIT,RB,24,6,6,18,15,0,0,0,264,1,83,71,2,50,64.5,0,1,1
Hayden Hurst,CIN,TE,29,6,6,31,23,0,0,0,0,0,0,178,2,30,52.8,0,0,0
Tory Carter,TEN,,23,5,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0
Tyler Boyd,CIN,WR,28,6,4,29,21,23,0,1,0,0,0,300,2,45,65.9,0,0,0
Marcus Mariota,ATL,QB,29,6,6,0,0,1055,6,137,206,3,43,0,0,95,94.8,4,7,3
Jared Goff,DET,QB,28,5,5,0,0,1355,11,186,23,0,10,0,0,95,94.5,4,2,1
Tom Brady,TAM,QB,45,6,6,0,0,1652,8,247,-7,0,10,0,0,93,93.4,1,3,2
Daniel Jones,NYG,QB,25,6,6,0,0,1021,5,159,236,2,47,0,0,90,90.4,2,2,2
Russell Wilson,DEN,QB,34,6,6,1,1,1442,5,198,96,1,21,1,0,87,88.4,3,1,0
Matt Ryan,IND,QB,37,6,6,0,0,1765,8,253,9,0,11,0,0,84,83.5,7,11,3
Jacoby Brissett,CLE,QB,30,6,6,0,0,1326,6,206,112,1,22,0,0,82,82.2,5,2,1
Derek Carr,LVR,QB,31,5,5,0,0,1279,8,184,69,0,11,0,0,82,82.1,4,2,0
Aaron Rodgers,GNB,QB,39,6,6,0,0,1403,9,209,9,0,9,0,0,81,81.0,3,5,3
Jimmy Garoppolo,SFO,QB,31,5,4,0,0,1153,7,148,18,1,10,0,0,74,73.9,3,2,1
Justin Fields,CHI,QB,23,6,6,0,0,869,4,115,282,1,54,0,0,73,73.0,5,7,1
Tua Tagovailoa,MIA,QB,24,4,4,0,0,1035,8,115,1,0,4,0,0,68,67.5,3,1,0
Matthew Stafford,LAR,QB,34,6,6,0,0,1576,6,225,7,0,8,0,0,66,65.7,8,4,3
Ryan Tannehill,TEN,QB,34,5,5,0,0,965,6,126,23,1,15,0,0,65,64.9,3,1,0
Cooper Rush,DAL,QB,29,6,5,0,0,1020,5,156,6,0,9,0,0,55,55.4,3,2,0
Baker Mayfield,CAR,QB,27,5,5,0,0,962,4,153,40,1,14,0,0,54,54.5,4,6,1
Davis Mills,HOU,QB,24,5,5,0,0,1048,5,166,2,0,6,0,0,52,52.1,4,4,1
Mitchell Trubisky,PIT,QB,28,5,4,0,0,797,3,128,29,1,13,0,0,51,50.8,2,0,0
Antonio Gibson,WAS,RB,24,6,5,24,19,0,0,0,214,2,61,152,0,49,67.6,0,0,0
Tony Pollard,DAL,RB,25,6,1,16,9,0,0,0,292,2,55,79,0,49,58.1,0,0,0
Rashaad Penny,SEA,RB,26,5,5,5,4,0,0,0,346,2,57,16,0,48,52.2,0,1,0
Damien Harris,NWE,RB,25,5,5,10,8,0,0,0,257,3,57,30,0,47,54.7,0,0,0
Devin Singletary,BUF,RB,25,6,6,28,22,0,0,0,256,0,57,167,1,46,68.3,0,1,1
Travis Etienne,JAX,RB,23,6,1,18,13,0,0,0,301,0,54,146,0,45,57.7,0,2,0
Joe Flacco,NYJ,QB,37,3,3,0,0,901,5,155,6,0,3,0,0,45,44.6,3,4,3
Drake London,ATL,WR,21,6,5,43,25,0,0,0,0,0,0,306,2,45,69.6,0,0,0
Terry McLaurin,WAS,WR,27,6,6,37,22,0,0,0,18,0,3,367,1,45,66.5,0,1,0
Curtis Samuel,WAS,WR,26,6,5,50,34,0,0,0,51,0,8,287,2,44,77.8,0,1,1
Jameis Winston,NOR,QB,28,3,3,0,0,858,4,115,16,0,5,0,0,44,43.9,5,3,0
Michael Carter,NYJ,RB,23,6,5,22,18,0,0,0,199,2,53,106,0,43,60.5,0,1,0
AJ Dillon,GNB,RB,24,6,2,20,13,0,0,0,286,1,73,80,0,43,55.6,0,0,0
Raheem Mostert,MIA,RB,30,6,4,14,8,0,0,0,309,1,71,64,0,43,51.3,0,0,0
D'Andre Swift,DET,RB,23,3,3,12,8,0,0,0,231,1,27,77,1,43,50.8,0,0,0
David Montgomery,CHI,RB,25,5,5,11,10,0,0,0,246,1,62,113,0,42,51.9,0,0,0
Adam Thielen,MIN,WR,32,6,6,43,29,0,0,0,0,0,0,284,2,42,71.4,0,0,0
Jerry Jeudy,DEN,WR,23,6,6,36,17,0,0,0,1,0,1,290,2,41,58.1,0,0,0
JuJu Smith-Schuster,KAN,WR,26,6,6,40,27,0,0,0,0,0,0,370,1,41,68.0,0,2,1
Jonathan Taylor,IND,RB,23,4,4,16,9,0,0,0,328,1,81,44,0,41,50.2,0,1,1
Garrett Wilson,NYJ,WR,22,6,3,48,24,0,0,0,-2,0,1,290,2,41,64.8,0,0,0
Jahan Dotson,WAS,WR,22,4,3,22,12,0,0,0,-10,0,1,152,4,40,52.2,0,0,0
Alvin Kamara,NOR,RB,27,4,4,26,17,0,0,0,302,0,66,135,0,40,56.7,0,2,2
Jakobi Meyers,NWE,WR,26,4,3,31,24,0,0,0,7,0,1,321,1,39,62.8,0,0,0
Kenneth Walker III,SEA,RB,22,5,1,10,8,0,0,0,243,2,44,27,0,39,47.0,0,0,0
Darrell Henderson,LAR,RB,25,6,4,18,14,0,0,0,181,2,46,77,0,38,51.8,0,0,0
Chase Edmonds,MIA,RB,26,6,2,15,10,0,0,0,89,2,31,96,1,37,46.5,0,0,0
Mac Jones,NWE,QB,24,3,3,0,0,786,2,97,37,1,14,0,0,37,37.1,5,1,1
Zach Wilson,NYJ,QB,23,3,3,1,1,572,1,75,18,1,11,2,1,37,37.9,2,0,0
Olamide Zaccheaus,ATL,WR,25,6,4,18,16,0,0,0,0,0,0,271,2,37,53.1,0,1,1
Eno Benjamin,ARI,RB,23,6,1,20,15,0,0,0,173,1,45,125,0,36,50.8,0,0,0
James Conner,ARI,RB,27,5,5,19,14,0,0,0,200,1,54,103,0,36,50.3,0,1,0
Noah Brown,DAL,WR,26,6,6,32,20,0,0,0,0,0,0,289,1,35,54.9,0,0,0
Romeo Doubs,GNB,WR,22,6,4,38,26,0,0,0,11,0,1,234,2,35,60.5,0,2,1
Isaiah McKenzie,BUF,WR,27,5,4,26,17,0,0,0,6,0,1,162,3,35,51.8,0,0,0
Michael Thomas,NOR,WR,29,3,3,22,16,0,0,0,0,0,0,171,3,35,51.1,0,0,0
Rashod Bateman,BAL,WR,23,4,3,22,11,0,0,0,0,0,0,243,2,34,45.3,0,1,1
Chase Claypool,PIT,WR,24,6,6,36,23,0,0,0,55,0,8,225,1,34,57.0,0,0,0
Andy Dalton,NOR,QB,35,3,3,0,0,585,3,84,7,0,8,0,0,34,34.1,1,1,1
Dontrell Hilliard,TEN,RB,27,4,0,14,12,0,0,0,22,0,5,132,3,33,45.4,0,0,0
Mack Hollins,LVR,WR,29,5,4,29,17,4,0,1,0,0,0,273,1,33,50.5,0,0,0
Diontae Johnson,PIT,WR,26,6,6,57,33,0,0,0,19,0,4,295,0,33,66.4,0,1,0
Kenny Pickett,PIT,QB,24,3,2,0,0,514,1,83,41,2,9,0,0,33,32.7,4,1,0
Alec Pierce,IND,WR,22,5,4,29,18,0,0,0,0,0,0,271,1,33,51.1,0,1,0
Bailey Zappe,NWE,QB,23,3,2,1,1,596,4,70,1,0,8,-6,0,33,34.3,1,3,2
Melvin Gordon,DEN,RB,29,6,2,13,11,0,0,0,201,1,55,98,0,32,42.9,0,4,2
Mecole Hardman,KAN,WR,24,6,4,21,15,0,0,0,3,0,2,186,2,31,45.9,0,1,0
DeVante Parker,NWE,WR,29,6,5,22,12,0,0,0,0,0,0,253,1,31,43.3,0,0,0
Brandin Cooks,HOU,WR,29,5,5,42,24,0,0,0,0,0,0,235,1,30,53.5,0,0,0
Pat Freiermuth,PIT,TE,24,5,4,32,20,0,0,0,0,0,0,235,1,30,49.5,0,0,0
Tyler Higbee,LAR,TE,29,6,6,50,34,0,0,0,0,0,0,297,0,30,63.7,0,0,0
D.J. Moore,CAR,WR,25,6,6,44,20,0,0,0,39,0,5,204,1,30,50.3,0,0,0
Josh Palmer,LAC,WR,24,6,6,40,26,0,0,0,4,0,1,240,1,30,56.4,0,0,0
Ben Skowronek,LAR,WR,25,6,5,29,23,0,0,0,17,1,1,221,0,30,52.8,0,0,0
Teddy Bridgewater,MIA,QB,30,4,1,0,0,522,3,60,21,0,2,0,0,29,29.0,3,0,0
Zay Jones,JAX,WR,27,5,4,37,27,0,0,0,0,0,1,227,1,29,55.7,0,0,0
Allen Robinson,LAR,WR,29,6,6,29,17,0,0,0,0,0,0,170,2,29,46.0,0,0,0
J.K. Dobbins,BAL,RB,24,4,4,6,6,0,0,0,123,1,35,39,1,28,34.2,0,0,0
Alexander Mattison,MIN,RB,24,6,0,11,8,0,0,0,97,1,30,58,1,28,35.5,0,0,0
George Pickens,PIT,WR,21,6,3,34,20,0,0,0,1,0,1,277,0,28,47.8,0,0,0
Robert Tonyan,GNB,TE,28,6,2,32,27,0,0,0,0,0,0,219,1,28,54.9,0,0,0
Nico Collins,HOU,WR,23,5,3,27,15,0,0,0,0,0,0,272,0,27,42.2,0,0,0
Tyler Conklin,NYJ,TE,27,6,6,32,22,0,0,0,1,0,1,208,1,27,48.9,0,2,0
Kenyan Drake,BAL,RB,28,4,2,4,3,0,0,0,184,1,31,24,0,27,29.8,0,0,0
Deon Jackson,IND,RB,23,6,1,14,14,0,0,0,101,1,27,108,0,27,40.9,0,0,0
Marvin Jones,JAX,WR,32,5,4,30,18,0,0,0,0,0,0,208,1,27,44.8,0,0,0
Donovan Peoples-Jones,CLE,WR,23,6,4,36,20,0,0,0,2,0,1,265,0,27,46.7,0,0,0
Mo Alie-Cox,IND,TE,29,6,3,15,11,0,0,0,0,0,0,136,2,26,36.6,0,0,0
Tyler Allgeier,ATL,RB,22,5,2,2,2,0,0,0,235,0,54,25,0,26,28.0,0,0,0
Braxton Berrios,NYJ,WR,27,6,0,10,8,2,1,1,55,2,5,48,0,26,34.4,0,0,0
Randall Cobb,GNB,WR,32,6,1,26,18,0,0,0,0,0,0,257,0,26,43.7,0,1,0
Greg Dortch,ARI,WR,24,6,2,24,21,0,0,0,0,0,0,204,1,26,47.4,0,0,0
Mark Ingram,NOR,RB,33,6,2,8,7,0,0,0,190,1,47,28,0,26,32.8,0,2,2
J.D. McKissic,WAS,RB,29,6,0,33,24,0,0,0,85,0,19,159,0,26,50.4,0,0,0
Dante Pettis,CHI,WR,27,6,3,13,5,0,0,0,0,0,0,135,2,26,30.5,0,0,0
Irv Smith Jr.,MIN,TE,24,6,0,29,18,0,0,0,0,0,0,140,2,26,44.0,0,1,0
Marquez Valdes-Scantling,KAN,WR,28,6,5,34,19,0,0,0,-3,0,1,258,0,26,44.5,0,0,0
Javonte Williams,DEN,RB,22,4,4,22,16,0,0,0,204,0,47,76,0,26,42.0,0,1,1
Robert Woods,TEN,WR,30,5,4,28,17,0,0,0,0,0,0,204,1,26,43.4,0,0,0
Nelson Agholor,NWE,WR,29,5,3,19,14,0,0,0,0,0,0,225,1,25,38.5,0,2,2
Robbie Anderson,CAR,WR,29,6,5,27,13,0,0,0,0,0,0,206,1,25,37.6,0,1,1
Russell Gage,TAM,WR,26,6,3,35,25,0,0,0,0,0,0,192,1,25,50.2,0,1,1
Chris Godwin,TAM,WR,26,4,4,31,22,0,0,0,2,0,1,250,0,25,47.2,0,0,0
Jerick McKinnon,KAN,RB,30,6,0,14,11,0,0,0,107,0,27,80,1,25,35.7,0,0,0
Jelani Woods,IND,TE,24,6,0,8,5,0,0,0,0,0,0,73,3,25,30.3,0,0,0
Rex Burkhead,HOU,RB,32,5,0,24,18,0,0,0,64,0,20,112,1,24,41.6,0,0,0
Kenneth Gainwell,PHI,RB,23,6,0,8,4,0,0,0,97,2,23,21,0,24,27.8,0,0,0
Darnell Mooney,CHI,WR,25,6,6,33,17,0,0,0,0,0,0,241,0,24,41.1,0,0,0
K.J. Osborn,MIN,WR,25,6,5,26,19,0,0,0,-1,0,1,177,1,24,42.6,0,0,0
Samaje Perine,CIN,RB,27,6,0,15,12,0,0,0,75,0,17,105,1,24,36.0,0,0,0
Tre'Quan Smith,NOR,WR,26,4,2,14,9,0,0,0,0,0,0,176,1,24,32.6,0,0,0
Darren Waller,LVR,TE,30,5,4,24,16,0,0,0,0,0,0,175,1,24,39.5,0,0,0
Jamal Agnew,JAX,WR,27,6,0,11,7,0,0,0,29,0,5,78,2,23,29.7,0,0,0
Dyami Brown,WAS,WR,23,6,0,9,3,0,0,0,0,0,0,111,2,23,26.1,0,0,0
Parris Campbell,IND,WR,25,6,5,26,18,0,0,0,0,0,0,169,1,23,40.9,0,0,0
DeAndre Carter,LAC,WR,29,6,3,21,16,0,0,0,-5,0,1,192,1,23,38.7,0,1,1
Evan Engram,JAX,TE,28,6,5,32,24,0,0,0,0,0,1,208,0,23,46.8,0,0,0
Kyle Pitts,ATL,TE,22,5,5,25,13,0,0,0,0,0,0,169,1,23,35.9,0,0,0
Hunter Henry,NWE,TE,28,6,5,21,13,0,0,0,0,0,0,156,1,22,34.6,0,0,0
Joshua Kelley,LAC,RB,25,6,0,10,7,0,0,0,104,1,23,56,0,22,29.0,0,0,0
Isiah Pacheco,KAN,RB,22,6,0,2,2,0,0,0,149,1,31,9,0,22,23.8,0,2,0
Cam Akers,LAR,RB,23,5,2,5,2,0,0,0,151,1,51,18,0,21,22.9,0,1,1
Noah Fant,SEA,TE,25,6,6,23,19,0,0,0,0,0,0,150,1,21,40.0,0,0,0
Caleb Huntley,ATL,RB,24,4,0,0,0,0,0,0,152,1,35,0,0,21,21.2,0,0,0
Dawson Knox,BUF,TE,26,5,5,20,15,0,0,0,0,0,0,148,1,21,35.8,0,0,0
Sterling Shepard,NYG,WR,29,3,2,24,13,0,0,0,0,0,0,154,1,21,34.4,0,0,0
Equanimeous St. Brown,CHI,WR,26,6,6,13,6,0,0,0,44,0,3,110,1,21,27.4,0,1,0
Elijah Moore,NYJ,WR,22,6,6,29,16,0,0,0,-4,0,2,203,0,20,35.9,0,0,0
Tevin Coleman,SFO,RB,29,3,0,3,3,0,0,0,26,1,12,44,1,19,22.0,0,0,0
O.J. Howard,HOU,TE,28,5,4,10,5,0,0,0,0,0,0,72,2,19,24.2,0,0,0
Kyle Juszczyk,SFO,RB,31,6,5,11,8,0,0,0,10,1,3,119,0,19,26.9,0,0,0
Jarvis Landry,NOR,WR,30,4,1,21,15,0,0,0,0,0,0,168,0,19,33.8,0,0,0
Latavius Murray,2TM,RB,32,2,0,2,2,0,0,0,123,1,26,6,0,19,20.9,0,0,0
Colby Parkinson,SEA,TE,23,6,0,9,8,0,0,0,0,0,0,126,1,19,26.6,0,0,0
Richie James,NYG,WR,27,6,1,24,19,0,0,0,6,0,2,189,0,18,36.5,0,1,1
Craig Reynolds,DET,RB,26,5,0,6,6,0,0,0,83,0,17,98,0,18,24.1,0,0,0
Tyquan Thornton,NWE,WR,22,2,0,8,6,0,0,0,16,1,3,44,1,18,24.0,0,0,0
Rachaad White,TAM,RB,23,6,0,17,13,0,0,0,47,1,20,96,0,18,31.3,0,1,1
Kendrick Bourne,NWE,WR,27,6,1,14,11,0,0,0,14,0,2,156,0,17,28.0,0,1,0
James Cook,BUF,RB,23,6,0,7,4,0,0,0,97,1,19,37,0,17,21.4,0,1,1
Ashton Dulin,IND,WR,25,5,1,18,12,0,0,0,3,0,1,168,0,17,29.1,0,0,0
Juwan Johnson,NOR,TE,26,6,2,25,14,0,0,0,0,0,0,170,0,17,31.0,0,0,0
Khalil Shakir,BUF,WR,22,4,1,11,6,0,0,0,0,0,0,112,1,17,23.2,0,0,0
Logan Thomas,WAS,TE,31,4,4,20,13,0,0,0,0,0,0,106,1,17,29.6,0,0,0
Marquez Callaway,NOR,WR,24,6,2,17,9,0,0,0,0,0,0,98,1,16,24.8,0,0,0
DJ Chark,DET,WR,26,3,3,18,7,0,0,0,0,0,0,98,1,16,22.8,0,0,0
Kylen Granson,IND,TE,24,6,3,22,16,0,0,0,0,0,0,159,0,16,31.9,0,1,0
Jauan Jennings,SFO,WR,25,6,1,20,12,0,0,0,0,0,0,156,0,16,27.6,0,0,0
George Kittle,SFO,TE,29,4,4,25,19,0,0,0,0,0,0,182,0,16,35.2,0,1,1
Darrel Williams,ARI,RB,27,5,0,5,2,0,0,0,94,1,16,3,0,16,17.7,0,0,0
Jordan Akins,HOU,TE,30,3,0,8,7,0,0,0,0,0,0,86,1,15,21.6,0,0,0
Michael Gallup,DAL,WR,26,3,2,15,8,0,0,0,0,0,0,86,1,15,22.6,0,0,0
Jamycal Hasty,JAX,RB,26,6,0,3,2,0,0,0,63,1,4,22,0,15,16.5,0,0,0
KhaDarel Hodge,ATL,WR,27,6,1,12,8,0,0,0,0,0,0,128,0,15,22.8,0,0,0
Laviska Shenault Jr.,CAR,WR,24,2,0,2,2,0,0,0,0,0,1,90,1,15,17.0,0,0,0
Adam Trautman,NOR,TE,25,6,6,8,7,0,0,0,0,0,0,86,1,15,21.6,0,0,0
Quez Watkins,PHI,WR,24,6,2,9,6,0,0,0,-3,0,1,88,1,15,20.5,0,0,0
Brandon Bolden,LVR,RB,32,4,0,8,8,0,0,0,29,0,7,53,1,14,22.2,0,0,0
Treylon Burks,TEN,WR,22,4,2,16,10,0,0,0,12,0,2,129,0,14,24.1,0,0,0
Justice Hill,BAL,RB,25,4,0,4,4,0,0,0,125,0,19,19,0,14,18.4,0,0,0
Brian Robinson Jr.,WAS,RB,23,2,1,0,0,0,0,0,82,1,26,0,0,14,14.2,0,0,0
Demarcus Robinson,BAL,WR,28,6,1,17,9,0,0,0,0,0,0,76,1,14,22.6,0,0,0
Eric Saubert,DEN,TE,28,6,2,13,7,0,0,0,0,0,0,83,1,14,21.3,0,0,0
Jaylen Warren,PIT,RB,24,6,0,9,7,0,0,0,96,0,21,46,0,14,21.2,0,1,0
Nick Westbrook-Ikhine,TEN,WR,25,5,4,12,7,0,0,0,0,0,0,138,0,14,20.8,0,0,0
River Cracraft,MIA,WR,28,6,0,6,2,0,0,0,0,0,0,13,2,13,15.3,0,0,0
Jody Fortson,KAN,TE,27,6,0,3,2,0,0,0,0,0,0,11,2,13,15.1,0,0,0
Noah Gray,KAN,TE,23,6,1,13,8,0,0,0,1,1,1,68,0,13,20.9,0,0,0
Nyheim Hines,IND,RB,26,5,4,21,18,0,0,0,14,0,9,118,0,13,31.2,0,1,0
Zander Horvath,LAC,RB,24,6,1,7,4,0,0,0,5,0,3,7,2,13,17.2,0,0,0
Sony Michel,LAC,RB,27,6,0,9,8,0,0,0,86,0,31,45,0,13,21.1,0,0,0
Christian Watson,GNB,WR,23,4,1,11,7,0,0,0,19,1,3,52,0,13,20.1,0,0,0
Mike Boone,DEN,RB,27,6,0,12,6,0,0,0,59,0,11,61,0,12,18.0,0,0,0
Jake Ferguson,DAL,TE,23,6,4,10,7,0,0,0,0,0,0,60,1,12,19.0,0,0,0
Reggie Gilliam,BUF,RB,25,6,1,9,7,0,0,0,0,0,0,57,1,12,18.7,0,0,0
Cole Kmet,CHI,TE,23,6,6,15,10,0,0,0,0,0,0,116,0,12,21.6,0,0,0
Trey Lance,SFO,QB,22,2,2,0,0,194,0,31,67,0,16,0,0,12,12.5,1,1,0
Rondale Moore,ARI,WR,22,3,3,23,16,0,0,0,-11,0,3,128,0,12,27.7,0,0,0
Breshad Perriman,TAM,WR,29,4,2,13,6,0,0,0,-7,0,2,89,1,12,18.2,0,2,1
Jonnu Smith,NWE,TE,27,5,3,13,9,0,0,0,0,0,0,119,0,12,20.9,0,0,0
Ian Thomas,CAR,TE,26,6,6,16,10,0,0,0,0,0,0,115,0,12,21.5,0,0,0
Justin Watson,KAN,WR,26,6,0,7,3,0,0,0,0,0,0,60,1,12,15.0,0,0,0
Cameron Brate,TAM,TE,31,5,1,22,13,0,0,0,0,0,0,114,0,11,24.4,0,0,0
